fragment_ID,surface.area.cm2
REC-137,5.645427689437651
POT-107,15.348197466728243
POG-104,16.661781373642775
POV-106,20.748092392179714
POG-103,-0.09883923323199895
POM-108,4.122380402771843
POT-103,8.808679746358939
POM-106,5.187448435405254
POT-104,28.48048630909846
POG-105,27.805943221763947
POV-104,31.168007978110197
POV-101,24.482930959947687
POV-105,9.358964896552859
POM-103,12.522216953474162
POV-108,20.343366539779005
POT-102,11.91867840164857
POM-109,22.67231530447078
POM-108,14.680754832944602
POV-107,14.300880567972014
POG-102,19.384805310408943
POM-107,17.311472873549235
REC-122,7.697458765644727
POG-101,13.622787253862064
REC-139,13.87840358169406
POM-101,12.160093822378819
REC-136,14.922170253674853
REC-135,7.995677814782088
POV-102,13.17900890693143
POT-107,NA
POG-107,14.439339412214352
REC-109,5.322357052872157
POM-105,14.616850750986556
REC-129,9.792092563157121
REC-111,11.293838489170295
REC-138,6.912858648271431
POV-103,23.815488326163916
REC-134,10.083211158743609
POT-101,24.3231707550526
REC-140,9.77434142927994
REC-130,6.366123724852948
POM-104,20.077099531620703
REC-112,5.116443899896335
REC-132,7.41699085038455
RECP106,6.337721910649361
REC-128,6.6323907330113165
POT-108,16.10439576989792
POT-105,16.207352346385832
POT-106???,24.490031413498492
