"","Date","Sample.ID","Chamber.ID","SDR","Cohort","Temperature","Phenotype","Type","Salinity","Plate","Run","Volume","Org.Number","...15","unique","Date.y","Plate.y","Sample.ID.y","Chamber.ID.y","Light","Photo.Intercept","P.umol.L.min","P.umol.min","P.Blank.umol.min","P.umol.min.corr","P.umol.org.min","P.nmol.org.min","Cohort_Phenotype","group"
"86",20231213,5,"A2",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138A2",20231213,8,5,"A2",2,216.304037000974,-0.47950535540409,-3.83604284323272e-05,-1.12271717846013e-05,-2.71332566477259e-05,-4.52220944128765e-07,-0.000452220944128765,"20231212  28 Devo","20231213_A2"
"87",20231213,6,"B2",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138B2",20231213,8,6,"B2",1,210.03622853055,-0.11589971710077,-9.2719773680616e-06,3.37832779402538e-05,-4.30552553083154e-05,-7.17587588471923e-07,-0.000717587588471923,"20231212  28 Devo","20231213_B2"
"88",20231213,6,"B2",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138B2",20231213,8,6,"B2",2,242.536125924335,-1.00178655598492,-8.01429244787936e-05,-1.12271717846013e-05,-6.89157526941923e-05,-1.14859587823654e-06,-0.00114859587823654,"20231212  28 Devo","20231213_B2"
"89",20231213,7,"C2",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138C2",20231213,8,7,"C2",1,210.689821312889,-0.13562770001888,-1.08502160015104e-05,3.37832779402538e-05,-4.46334939417642e-05,-7.4389156569607e-07,-0.00074389156569607,"20231212  31 Devo","20231213_C2"
"90",20231213,7,"C2",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138C2",20231213,8,7,"C2",2,257.368801747234,-1.49464368083867,-0.000119571494467094,-1.12271717846013e-05,-0.000108344322682492,-1.80573871137487e-06,-0.00180573871137487,"20231212  31 Devo","20231213_C2"
"91",20231213,8,"D2",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138D2",20231213,8,8,"D2",1,222.848924494838,-0.0145561765375992,-1.16449412300794e-06,3.37832779402538e-05,-3.49477720632617e-05,-5.82462867721029e-07,-0.000582462867721029,"20231212  28 Devo","20231213_D2"
"92",20231213,8,"D2",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138D2",20231213,8,8,"D2",2,236.783057857716,-0.553331765904501,-4.42665412723601e-05,-1.12271717846013e-05,-3.30393694877588e-05,-5.50656158129313e-07,-0.000550656158129313,"20231212  28 Devo","20231213_D2"
"93",20231213,10,"B3",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138B3",20231213,8,10,"B3",1,212.259275864639,-0.528436940966011,-4.22749552772809e-05,3.37832779402538e-05,-7.60582332175347e-05,-1.26763722029224e-06,-0.00126763722029224,"20231212  31 Devo","20231213_B3"
"94",20231213,10,"B3",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138B3",20231213,8,10,"B3",2,242.069039469829,-1.38533426504069,-0.000110826741203255,-1.12271717846013e-05,-9.95995694186539e-05,-1.65999282364423e-06,-0.00165999282364423,"20231212  31 Devo","20231213_B3"
"95",20231213,11,"C3",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138C3",20231213,8,11,"C3",1,217.348815180573,-0.273529030103526,-2.18823224082821e-05,3.37832779402538e-05,-5.56656003485359e-05,-9.27760005808932e-07,-0.000927760005808931,"20231212  28 Devo","20231213_C3"
"96",20231213,11,"C3",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138C3",20231213,8,11,"C3",2,235.265050255687,-0.934716981132076,-7.47773584905661e-05,-1.12271717846013e-05,-6.35501867059648e-05,-1.05916977843275e-06,-0.00105916977843275,"20231212  28 Devo","20231213_C3"
"97",20231213,12,"D3",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138D3",20231213,8,12,"D3",1,222.280790907617,-0.388774822628709,-3.11019858102967e-05,3.37832779402538e-05,-6.48852637505505e-05,-1.08142106250918e-06,-0.00108142106250918,"20231212  31 Devo","20231213_D3"
"98",20231213,12,"D3",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138D3",20231213,8,12,"D3",2,213.481600021601,-0.478904679937629,-3.83123743950103e-05,-1.12271717846013e-05,-2.7085202610409e-05,-4.51420043506817e-07,-0.000451420043506817,"20231212  31 Devo","20231213_D3"
"99",20231213,13,"A4",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138A4",20231213,8,13,"A4",1,201.529869789236,-0.0728265536617703,-5.82612429294162e-06,3.37832779402538e-05,-3.96094022331954e-05,-6.6015670388659e-07,-0.00066015670388659,"20231212  28 Devo","20231213_A4"
"100",20231213,13,"A4",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138A4",20231213,8,13,"A4",2,237.049285312123,-1.02458662138612,-8.19669297108896e-05,-1.12271717846013e-05,-7.07397579262883e-05,-1.17899596543814e-06,-0.00117899596543814,"20231212  28 Devo","20231213_A4"
"101",20231213,14,"B4",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138B4",20231213,8,14,"B4",1,210.989499604801,-0.202260911502288,-1.6180872920183e-05,3.37832779402538e-05,-4.99641508604368e-05,-8.32735847673947e-07,-0.000832735847673947,"20231212  28 Devo","20231213_B4"
"102",20231213,14,"B4",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138B4",20231213,8,14,"B4",2,232.16244708415,-0.894713720063043,-7.15770976050434e-05,-1.12271717846013e-05,-6.03499258204422e-05,-1.00583209700737e-06,-0.00100583209700737,"20231212  28 Devo","20231213_B4"
"103",20231213,15,"C4",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138C4",20231213,8,15,"C4",1,216.607409630212,-0.468629929189615,-3.74903943351692e-05,3.37832779402538e-05,-7.1273672275423e-05,-1.18789453792372e-06,-0.00118789453792372,"20231212  28 Devo","20231213_C4"
"104",20231213,15,"C4",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138C4",20231213,8,15,"C4",2,213.526224879104,-0.785274476926441,-6.28219581541153e-05,-1.12271717846013e-05,-5.1594786369514e-05,-8.59913106158567e-07,-0.000859913106158567,"20231212  28 Devo","20231213_C4"
"105",20231213,17,"A5",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138A5",20231213,8,17,"A5",1,207.599190346039,-0.336703273252569,-2.69362618602055e-05,3.37832779402538e-05,-6.07195398004593e-05,-1.01199233000766e-06,-0.00101199233000766,"20231212  31 Devo","20231213_A5"
"106",20231213,17,"A5",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138A5",20231213,8,17,"A5",2,226.156050897497,-0.846860809321369,-6.77488647457095e-05,-1.12271717846013e-05,-5.65216929611083e-05,-9.42028216018471e-07,-0.000942028216018471,"20231212  31 Devo","20231213_A5"
"107",20231213,18,"B5",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138B5",20231213,8,18,"B5",1,201.947288314739,0.0542149148561373,4.33719318849098e-06,3.37832779402538e-05,-2.94460847517628e-05,-4.90768079196047e-07,-0.000490768079196047,"20231212  31 Devo","20231213_B5"
"108",20231213,18,"B5",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138B5",20231213,8,18,"B5",2,220.568685710927,-0.591145986402554,-4.72916789122043e-05,-1.12271717846013e-05,-3.6064507127603e-05,-6.01075118793384e-07,-0.000601075118793384,"20231212  31 Devo","20231213_B5"
"109",20231213,19,"C5",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138C5",20231213,8,19,"C5",1,211.90969994191,-0.183410340050939,-1.46728272040751e-05,3.37832779402538e-05,-4.84561051443289e-05,-8.07601752405482e-07,-0.000807601752405482,"20231212  31 Devo","20231213_C5"
"110",20231213,19,"C5",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138C5",20231213,8,19,"C5",2,262.885516877938,-1.5068639794901,-0.000120549118359208,-1.12271717846013e-05,-0.000109321946574607,-1.82203244291011e-06,-0.00182203244291011,"20231212  31 Devo","20231213_C5"
"111",20231213,21,"A6",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138A6",20231213,8,21,"A6",1,204.739060052497,0.12813554678314,1.02508437426512e-05,3.37832779402538e-05,-2.35324341976026e-05,-3.9220723662671e-07,-0.00039220723662671,"20231212  28 Devo","20231213_A6"
"112",20231213,21,"A6",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138A6",20231213,8,21,"A6",2,271.251841246972,-1.46173054745044,-0.000116938443796035,-1.12271717846013e-05,-0.000105711272011434,-1.7618545335239e-06,-0.0017618545335239,"20231212  28 Devo","20231213_A6"
"113",20231213,23,"C6",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138C6",20231213,8,23,"C6",1,216.862273795872,-0.209459478199032,-1.67567582559226e-05,3.37832779402538e-05,-5.05400361961764e-05,-8.42333936602939e-07,-0.000842333936602939,"20231212  31 Devo","20231213_C6"
"114",20231213,23,"C6",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138C6",20231213,8,23,"C6",2,244.352217265745,-1.08888749615975,-8.711099969278e-05,-1.12271717846013e-05,-7.58838279081787e-05,-1.26473046513631e-06,-0.00126473046513631,"20231212  31 Devo","20231213_C6"
"115",20231213,24,"D6",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138D6",20231213,8,24,"D6",1,203.630972490489,-0.514286801287678,-4.11429441030142e-05,3.37832779402538e-05,-7.49262220432681e-05,-1.2487703673878e-06,-0.0012487703673878,"20231212  28 Devo","20231213_D6"
"116",20231213,24,"D6",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138D6",20231213,8,24,"D6",2,249.947658601887,-1.77014703801656,-0.000141611763041325,-1.12271717846013e-05,-0.000130384591256724,-2.17307652094539e-06,-0.00217307652094539,"20231212  28 Devo","20231213_D6"
