colony_id,surface.area.cm2,timepoint,Run
REC-001,25,29,1
POM-003,45,29,1
REC-002,25,29,1
POG-151,55,29,1
BLK-001,0,29,1
POG-172,55,29,1
REC-007,25,29,1
POV-014,45,29,1
REC-003,25,29,1
POT-043,45,29,1
BLK-002,0,29,1
POM-191,45,29,1
REC-004,25,29,1
REC-005,25,29,1
POT-026,45,29,1
POV-061,45,29,1
REC-008,25,29,1
REC-006,25,29,1
