"","Species","colony_id","avg_temp_interval","Temperature","Light","Run","micromol.cm2.s","micromol.cm2.h","Stage","PAR","Pc"
"43","P. grandis","POG-105",28.1931,"28","0","Run3",-9.06083794885641e-05,-0.326190166158831,"Adult",0,-9.06083794885641e-05
"44","P. grandis","POG-105",28.6952796296296,"28","560","Run3",0.000115226920506533,0.41481691382352,"Adult",560,0.000115226920506533
"45","P. grandis","POG-105",29.9944972222222,"30","0","Run3",-0.000108961558688225,-0.392261611277609,"Adult",0,-0.000108961558688225
"46","P. grandis","POG-105",30.5669026315789,"30","560","Run3",0.000105629612463631,0.380266604869072,"Adult",560,0.000105629612463631
"47","P. grandis","POG-105",31.7499245098039,"32","0","Run3",-0.000117355445299871,-0.422479603079535,"Adult",0,-0.000117355445299871
"48","P. grandis","POG-105",31.9815588235294,"32","560","Run3",9.41329362676395e-05,0.338878570563502,"Adult",560,9.41329362676395e-05
"49","P. grandis","POG-105",34.6740196969697,"35","0","Run3",-0.000137038084006682,-0.493337102424055,"Adult",0,-0.000137038084006682
"50","P. grandis","POG-105",35.0691549019608,"35","560","Run3",5.78046950770576e-05,0.208096902277407,"Adult",560,5.78046950770576e-05
"51","P. grandis","POG-105",37.3622546296296,"38","0","Run3",-7.02577493929096e-05,-0.252927897814475,"Adult",0,-7.02577493929096e-05
"52","P. grandis","POG-105",37.4488166666667,"38","560","Run3",-3.96524077300051e-05,-0.142748667828018,"Adult",560,-3.96524077300051e-05
"53","P. grandis","POG-105",40.16539,"40","0","Run3",-5.32842603445737e-05,-0.191823337240465,"Adult",0,-5.32842603445737e-05
"54","P. grandis","POG-105",40.1198647058823,"40","560","Run3",-9.00628937286724e-05,-0.324226417423221,"Adult",560,-9.00628937286724e-05
"55","P. meandrina","POM-107",17.324015625,"17","0","Run3",-6.43337439513601e-05,-0.231601478224896,"Adult",0,-6.43337439513601e-05
"56","P. meandrina","POM-107",17.3097754901961,"17","560","Run3",5.77126038503531e-05,0.207765373861271,"Adult",560,5.77126038503531e-05
"57","P. meandrina","POM-107",21.583859375,"21","0","Run3",-0.000106929910958454,-0.384947679450434,"Adult",0,-0.000106929910958454
"58","P. meandrina","POM-107",21.7464991666667,"21","560","Run3",5.07898389283322e-05,0.182843420141996,"Adult",560,5.07898389283322e-05
"59","P. meandrina","POM-107",24.536346875,"24","0","Run3",-9.54098668555533e-05,-0.343475520679992,"Adult",0,-9.54098668555533e-05
"60","P. meandrina","POM-107",24.846166,"24","560","Run3",0.00010900477108736,0.392417175914495,"Adult",560,0.00010900477108736
"61","P. meandrina","POM-107",28.2852598039216,"28","0","Run3",-9.25932590275077e-05,-0.333335732499028,"Adult",0,-9.25932590275077e-05
"62","P. meandrina","POM-107",28.8299851851852,"28","560","Run3",0.000134187388531595,0.483074598713743,"Adult",560,0.000134187388531595
"63","P. meandrina","POM-107",30.0437027777778,"30","0","Run3",-0.000117025692741147,-0.421292493868129,"Adult",0,-0.000117025692741147
"64","P. meandrina","POM-107",30.5275815789474,"30","560","Run3",0.000106362081696904,0.382903494108853,"Adult",560,0.000106362081696904
"65","P. meandrina","POM-107",31.7572009803922,"32","0","Run3",-0.000126644056634596,-0.455918603884544,"Adult",0,-0.000126644056634596
"66","P. meandrina","POM-107",32.0087784313725,"32","560","Run3",8.63415927590368e-05,0.310829733932532,"Adult",560,8.63415927590368e-05
"67","P. meandrina","POM-107",34.6850303030303,"35","0","Run3",-0.000150202216314769,-0.540727978733169,"Adult",0,-0.000150202216314769
"68","P. meandrina","POM-107",35.0182147058824,"35","560","Run3",8.42923037646052e-05,0.303452293552579,"Adult",560,8.42923037646052e-05
"69","P. meandrina","POM-107",37.2783388888889,"38","0","Run3",-0.000102327546665573,-0.368379167996062,"Adult",0,-0.000102327546665573
"70","P. meandrina","POM-107",37.2726970588235,"38","560","Run3",-5.78297663329093e-05,-0.208187158798473,"Adult",560,-5.78297663329093e-05
"71","P. meandrina","POM-107",39.91285,"40","0","Run3",-7.16320560347469e-05,-0.257875401725089,"Adult",0,-7.16320560347469e-05
"72","P. meandrina","POM-107",39.8418416666667,"40","560","Run3",-8.3854653010231e-05,-0.301876750836832,"Adult",560,-8.3854653010231e-05
"73","P. tuahiniensis","POT-101",17.3472020833333,"17","0","Run3",-2.80006939129722e-05,-0.1008024980867,"Adult",0,-2.80006939129722e-05
"74","P. tuahiniensis","POT-101",17.3482539215686,"17","560","Run3",2.78716109304318e-05,0.100337799349555,"Adult",560,2.78716109304318e-05
"75","P. tuahiniensis","POT-101",21.754596875,"21","0","Run3",-7.12545738844002e-05,-0.256516465983841,"Adult",0,-7.12545738844002e-05
"76","P. tuahiniensis","POT-101",22.1497208333333,"21","560","Run3",7.40573875980725e-05,0.266606595353061,"Adult",560,7.40573875980725e-05
"77","P. tuahiniensis","POT-101",24.64485,"24","0","Run3",-6.36698687072069e-05,-0.229211527345945,"Adult",0,-6.36698687072069e-05
"78","P. tuahiniensis","POT-101",24.9061433333333,"24","560","Run3",0.000112938384539322,0.406578184341559,"Adult",560,0.000112938384539322
"79","P. tuahiniensis","POT-101",28.4313843137255,"28","0","Run3",-4.71173093339716e-05,-0.169622313602298,"Adult",0,-4.71173093339716e-05
"80","P. tuahiniensis","POT-101",28.7462861111111,"28","560","Run3",0.000123503108809715,0.444611191714974,"Adult",560,0.000123503108809715
"81","P. tuahiniensis","POT-101",30.2474796296296,"30","0","Run3",-6.52301794883196e-05,-0.23482864615795,"Adult",0,-6.52301794883196e-05
"82","P. tuahiniensis","POT-101",30.6820473684211,"30","560","Run3",0.000124741302190183,0.44906868788466,"Adult",560,0.000124741302190183
"83","P. tuahiniensis","POT-101",32.0276892156863,"32","0","Run3",-0.000106151458074573,-0.382145249068463,"Adult",0,-0.000106151458074573
"84","P. tuahiniensis","POT-101",32.1996901960784,"32","560","Run3",3.16701298787441e-05,0.114012467563479,"Adult",560,3.16701298787441e-05
"85","P. tuahiniensis","POT-101",34.9436022727273,"35","0","Run3",-3.899346185837e-05,-0.140376462690132,"Adult",0,-3.899346185837e-05
"86","P. tuahiniensis","POT-101",35.2073098039216,"35","560","Run3",0.000115684052660884,0.416462589579183,"Adult",560,0.000115684052660884
"87","P. tuahiniensis","POT-101",37.5510018518519,"38","0","Run3",-6.91856304323828e-05,-0.249068269556578,"Adult",0,-6.91856304323828e-05
"88","P. tuahiniensis","POT-101",37.5471362745098,"38","560","Run3",6.000382251175e-06,0.02160137610423,"Adult",560,6.000382251175e-06
"89","P. tuahiniensis","POT-101",40.2725966666667,"40","0","Run3",-3.57690611934983e-05,-0.128768620296594,"Adult",0,-3.57690611934983e-05
"90","P. tuahiniensis","POT-101",40.1768158333333,"40","560","Run3",-0.000108535883078824,-0.390729179083768,"Adult",560,-0.000108535883078824
"91","P. verrucosa","POV-102",17.0996385416667,"17","0","Run3",-8.57739945425787e-05,-0.308786380353283,"Adult",0,-8.57739945425787e-05
"92","P. verrucosa","POV-102",17.0984460784314,"17","560","Run3",7.2314445288608e-05,0.260332003038989,"Adult",560,7.2314445288608e-05
"93","P. verrucosa","POV-102",21.4294072916667,"21","0","Run3",-0.000157329909645725,-0.56638767472461,"Adult",0,-0.000157329909645725
"94","P. verrucosa","POV-102",21.6384525,"21","560","Run3",6.44052633975606e-05,0.231858948231218,"Adult",560,6.44052633975606e-05
"95","P. verrucosa","POV-102",24.3898666666667,"24","0","Run3",-0.000160102785175453,-0.576370026631631,"Adult",0,-0.000160102785175453
"96","P. verrucosa","POV-102",24.65422,"24","560","Run3",0.000120274139516138,0.432986902258097,"Adult",560,0.000120274139516138
"97","P. verrucosa","POV-102",28.2088254901961,"28","0","Run3",-0.000190746612749745,-0.686687805899084,"Adult",0,-0.000190746612749745
"98","P. verrucosa","POV-102",28.6704490740741,"28","560","Run3",0.000131137589729628,0.472095323026662,"Adult",560,0.000131137589729628
"99","P. verrucosa","POV-102",29.9723574074074,"30","0","Run3",-0.000192597091192381,-0.693349528292571,"Adult",0,-0.000192597091192381
"100","P. verrucosa","POV-102",30.448548245614,"30","560","Run3",9.83144154227498e-05,0.353931895521899,"Adult",560,9.83144154227498e-05
"101","P. verrucosa","POV-102",31.7337088235294,"32","0","Run3",-0.000202018185830816,-0.727265468990938,"Adult",0,-0.000202018185830816
"102","P. verrucosa","POV-102",31.9486137254902,"32","560","Run3",9.77378465558323e-05,0.351856247600996,"Adult",560,9.77378465558323e-05
"103","P. verrucosa","POV-102",34.7303825757576,"35","0","Run3",-0.000267000556601437,-0.961202003765172,"Adult",0,-0.000267000556601437
"104","P. verrucosa","POV-102",35.0157176470588,"35","560","Run3",4.44259084237604e-05,0.159933270325537,"Adult",560,4.44259084237604e-05
"105","P. verrucosa","POV-102",37.3803592592593,"38","0","Run3",-0.000192117910275512,-0.691624476991842,"Adult",0,-0.000192117910275512
"106","P. verrucosa","POV-102",37.36565,"38","560","Run3",-0.000133811074167633,-0.481719867003479,"Adult",560,-0.000133811074167633
"107","P. verrucosa","POV-102",40.1328377777778,"40","0","Run3",-0.000140530274759448,-0.505908989134011,"Adult",0,-0.000140530274759448
"108","P. verrucosa","POV-102",39.9363893263342,"40","560","Run3",-0.000185558218144179,-0.668009585319046,"Adult",560,-0.000185558218144179
"109","P. verrucosa","POV-103",17.399746875,"17","0","Run3",-3.9016495770711e-05,-0.140459384774559,"Adult",0,-3.9016495770711e-05
"110","P. verrucosa","POV-103",17.5837205882353,"17","560","Run3",8.73198408204305e-05,0.31435142695355,"Adult",560,8.73198408204305e-05
"111","P. verrucosa","POV-103",21.6035927083333,"21","0","Run3",-0.000104999600204767,-0.377998560737163,"Adult",0,-0.000104999600204767
"112","P. verrucosa","POV-103",21.6424608333333,"21","560","Run3",0.000245128247720455,0.882461691793639,"Adult",560,0.000245128247720455
"113","P. verrucosa","POV-103",24.6500333333333,"24","0","Run3",-9.69003876551904e-05,-0.348841395558685,"Adult",0,-9.69003876551904e-05
"114","P. verrucosa","POV-103",24.9006606666667,"24","560","Run3",9.10261314726829e-05,0.327694073301658,"Adult",560,9.10261314726829e-05
"115","P. verrucosa","POV-103",28.422581372549,"28","0","Run3",-0.000117500261141112,-0.423000940108002,"Adult",0,-0.000117500261141112
"116","P. verrucosa","POV-103",28.8481009259259,"28","560","Run3",0.000116237030357591,0.418453309287328,"Adult",560,0.000116237030357591
"117","P. verrucosa","POV-103",30.1386398148148,"30","0","Run3",-0.000124059623279834,-0.446614643807401,"Adult",0,-0.000124059623279834
"118","P. verrucosa","POV-103",30.4134859649123,"30","560","Run3",0.000105041426726566,0.378149136215638,"Adult",560,0.000105041426726566
"119","P. verrucosa","POV-103",32.0705166666667,"32","0","Run3",-0.000132715226322451,-0.477774814760824,"Adult",0,-0.000132715226322451
"120","P. verrucosa","POV-103",32.1823852941176,"32","560","Run3",9.89978320083821e-05,0.356392195230175,"Adult",560,9.89978320083821e-05
"121","P. verrucosa","POV-103",34.8465424242424,"35","0","Run3",-0.000154121533575053,-0.554837520870192,"Adult",0,-0.000154121533575053
"122","P. verrucosa","POV-103",35.2265431372549,"35","560","Run3",5.97571678231963e-05,0.215125804163507,"Adult",560,5.97571678231963e-05
"123","P. verrucosa","POV-103",37.4883657407407,"38","0","Run3",-0.00011984485263258,-0.431441469477287,"Adult",0,-0.00011984485263258
"124","P. verrucosa","POV-103",37.4983225490196,"38","560","Run3",-6.89404592873952e-05,-0.248185653434623,"Adult",560,-6.89404592873952e-05
"125","P. verrucosa","POV-103",40.0666444444444,"40","0","Run3",-8.006705162912e-05,-0.288241385864832,"Adult",0,-8.006705162912e-05
"126","P. verrucosa","POV-103",39.9826625,"40","560","Run3",-0.000109766937077002,-0.395160973477206,"Adult",560,-0.000109766937077002
"127","P. verrucosa","POV-107",17.2059552083333,"17","0","Run3",-6.72479984520089e-05,-0.242092794427232,"Adult",0,-6.72479984520089e-05
"128","P. verrucosa","POV-107",17.1866107843137,"17","560","Run3",4.89608018823596e-05,0.176258886776495,"Adult",560,4.89608018823596e-05
"129","P. verrucosa","POV-107",21.5802822916667,"21","0","Run3",-0.000131198671918185,-0.472315218905467,"Adult",0,-0.000131198671918185
"130","P. verrucosa","POV-107",21.9336916666667,"21","560","Run3",1.30454248289741e-05,0.0469635293843069,"Adult",560,1.30454248289741e-05
"131","P. verrucosa","POV-107",24.4891989583333,"24","0","Run3",-0.000136641111437059,-0.491908001173412,"Adult",0,-0.000136641111437059
"132","P. verrucosa","POV-107",24.744976,"24","560","Run3",4.84984937971835e-05,0.17459457766986,"Adult",560,4.84984937971835e-05
"133","P. verrucosa","POV-107",28.2400519607843,"28","0","Run3",-0.000150292859726979,-0.541054295017123,"Adult",0,-0.000150292859726979
"134","P. verrucosa","POV-107",28.6109851851852,"28","560","Run3",7.87679399304741e-05,0.283564583749707,"Adult",560,7.87679399304741e-05
"135","P. verrucosa","POV-107",30.0220555555556,"30","0","Run3",-0.000174845793266661,-0.629444855759978,"Adult",0,-0.000174845793266661
"136","P. verrucosa","POV-107",30.4477526315789,"30","560","Run3",7.75601712506029e-05,0.27921661650217,"Adult",560,7.75601712506029e-05
"137","P. verrucosa","POV-107",31.7653196078431,"32","0","Run3",-0.000171707934327255,-0.618148563578117,"Adult",0,-0.000171707934327255
"138","P. verrucosa","POV-107",31.9066980392157,"32","560","Run3",5.15730685991586e-05,0.185663046956971,"Adult",560,5.15730685991586e-05
"139","P. verrucosa","POV-107",34.7017007575758,"35","0","Run3",-0.000206916515958234,-0.744899457449643,"Adult",0,-0.000206916515958234
"140","P. verrucosa","POV-107",34.8416098039216,"35","560","Run3",2.86492380543961e-05,0.103137256995826,"Adult",560,2.86492380543961e-05
"141","P. verrucosa","POV-107",37.320225,"38","0","Run3",-0.000135157843079907,-0.486568235087666,"Adult",0,-0.000135157843079907
"142","P. verrucosa","POV-107",37.2303264705882,"38","560","Run3",-0.000103520604990162,-0.372674177964582,"Adult",560,-0.000103520604990162
"143","P. verrucosa","POV-107",40.0204588888889,"40","0","Run3",-0.000111390903535895,-0.401007252729223,"Adult",0,-0.000111390903535895
"144","P. verrucosa","POV-107",39.77885,"40","560","Run3",-0.000146812643030513,-0.528525514909848,"Adult",560,-0.000146812643030513
"145","Recruit","REC-111",17.0581520833333,"17","0","Run3",-3.8196161621894e-05,-0.137506181838818,"Recruit",0,-3.8196161621894e-05
"146","Recruit","REC-111",17.0919862745098,"17","560","Run3",6.44842092996531e-05,0.232143153478751,"Recruit",560,6.44842092996531e-05
"147","Recruit","REC-111",21.3160822916667,"21","0","Run3",-0.000100850755403522,-0.36306271945268,"Recruit",0,-0.000100850755403522
"148","Recruit","REC-111",21.4347183333333,"21","560","Run3",5.12808469745205e-05,0.184611049108274,"Recruit",560,5.12808469745205e-05
"149","Recruit","REC-111",24.3005979166667,"24","0","Run3",-9.70731658725899e-05,-0.349463397141324,"Recruit",0,-9.70731658725899e-05
"150","Recruit","REC-111",24.554374,"24","560","Run3",0.000113874297532519,0.409947471117067,"Recruit",560,0.000113874297532519
"151","Recruit","REC-111",28.050581372549,"28","0","Run3",-9.34206212234601e-05,-0.336314236404456,"Recruit",0,-9.34206212234601e-05
"152","Recruit","REC-111",28.3738361111111,"28","560","Run3",0.000139409241247359,0.501873268490492,"Recruit",560,0.000139409241247359
"153","Recruit","REC-111",29.842775,"30","0","Run3",-0.000118919066753496,-0.428108640312586,"Recruit",0,-0.000118919066753496
"154","Recruit","REC-111",30.2730929824561,"30","560","Run3",0.00013830975956666,0.497915134439977,"Recruit",560,0.00013830975956666
"155","Recruit","REC-111",31.5675705882353,"32","0","Run3",-0.000103647556412905,-0.373131203086456,"Recruit",0,-0.000103647556412905
"156","Recruit","REC-111",31.7136950980392,"32","560","Run3",0.000107589832709061,0.387323397752619,"Recruit",560,0.000107589832709061
"157","Recruit","REC-111",34.4922106060606,"35","0","Run3",-0.000158761029758119,-0.571539707129229,"Recruit",0,-0.000158761029758119
"158","Recruit","REC-111",34.7238676470588,"35","560","Run3",0.000102947862709829,0.370612305755386,"Recruit",560,0.000102947862709829
"159","Recruit","REC-111",37.1941083333333,"38","0","Run3",-0.000102996711545672,-0.37078816156442,"Recruit",0,-0.000102996711545672
"160","Recruit","REC-111",37.2275303921569,"38","560","Run3",-3.9745521967387e-05,-0.143083879082593,"Recruit",560,-3.9745521967387e-05
"161","Recruit","REC-111",39.9484855555556,"40","0","Run3",-2.96554658427913e-05,-0.106759677034049,"Recruit",0,-2.96554658427913e-05
"162","Recruit","REC-111",39.8110639229422,"40","560","Run3",-0.000127215790034588,-0.457976844124515,"Recruit",560,-0.000127215790034588
"163","Recruit","REC-122",17.3307708333333,"17","0","Run3",-2.6764713154672e-05,-0.0963529673568192,"Recruit",0,-2.6764713154672e-05
"164","Recruit","REC-122",17.3143549019608,"17","560","Run3",6.43325172589806e-05,0.23159706213233,"Recruit",560,6.43325172589806e-05
"165","Recruit","REC-122",21.623478125,"21","0","Run3",-0.000124378540911213,-0.447762747280368,"Recruit",0,-0.000124378540911213
"166","Recruit","REC-122",21.8899091666667,"21","560","Run3",-1.59738148707017e-05,-0.057505733534526,"Recruit",560,-1.59738148707017e-05
"167","Recruit","REC-122",24.523378125,"24","0","Run3",-7.59270206554014e-05,-0.273337274359445,"Recruit",0,-7.59270206554014e-05
"168","Recruit","REC-122",24.8702493333333,"24","560","Run3",8.58805172675071e-05,0.309169862163026,"Recruit",560,8.58805172675071e-05
"169","Recruit","REC-122",28.304837254902,"28","0","Run3",-5.36087627546241e-05,-0.192991545916647,"Recruit",0,-5.36087627546241e-05
"170","Recruit","REC-122",28.9448546296296,"28","560","Run3",0.00015984413362964,0.575438881066705,"Recruit",560,0.00015984413362964
"171","Recruit","REC-122",30.1664851851852,"30","0","Run3",-9.16776306454579e-05,-0.330039470323648,"Recruit",0,-9.16776306454579e-05
"172","Recruit","REC-122",30.5899289473684,"30","560","Run3",0.000147346319280388,0.530446749409396,"Recruit",560,0.000147346319280388
"173","Recruit","REC-122",31.6655960784314,"32","0","Run3",-7.89534686862065e-05,-0.284232487270343,"Recruit",0,-7.89534686862065e-05
"174","Recruit","REC-122",31.9737333333333,"32","560","Run3",0.00011846219684618,0.426463908646249,"Recruit",560,0.00011846219684618
"175","Recruit","REC-122",34.7140583333333,"35","0","Run3",-0.000129707985221604,-0.466948746797775,"Recruit",0,-0.000129707985221604
"176","Recruit","REC-122",34.9236607843137,"35","560","Run3",0.000108387010681789,0.390193238454441,"Recruit",560,0.000108387010681789
"177","Recruit","REC-122",37.2057851851852,"38","0","Run3",-0.000127300976723734,-0.458283516205443,"Recruit",0,-0.000127300976723734
"178","Recruit","REC-122",37.2458960784314,"38","560","Run3",-3.99336466591586e-05,-0.143761127972971,"Recruit",560,-3.99336466591586e-05
"179","Recruit","REC-122",39.8233455555556,"40","0","Run3",-9.16889980845161e-05,-0.330080393104258,"Recruit",0,-9.16889980845161e-05
"180","Recruit","REC-122",39.78149,"40","560","Run3",-9.48037451524499e-05,-0.34129348254882,"Recruit",560,-9.48037451524499e-05
"181","Recruit","REC-130",17.294809375,"17","0","Run3",-3.39217983670115e-05,-0.122118474121242,"Recruit",0,-3.39217983670115e-05
"182","Recruit","REC-130",17.2857147058824,"17","560","Run3",7.70618125745656e-05,0.277422525268436,"Recruit",560,7.70618125745656e-05
"183","Recruit","REC-130",21.5959364583333,"21","0","Run3",-0.00013881148221298,-0.499721335966729,"Recruit",0,-0.00013881148221298
"184","Recruit","REC-130",21.83435,"21","560","Run3",-5.49360601077729e-05,-0.197769816387983,"Recruit",560,-5.49360601077729e-05
"185","Recruit","REC-130",24.5427229166667,"24","0","Run3",-7.35850037356542e-05,-0.264906013448355,"Recruit",0,-7.35850037356542e-05
"186","Recruit","REC-130",24.879638,"24","560","Run3",7.80856314511738e-05,0.281108273224226,"Recruit",560,7.80856314511738e-05
"187","Recruit","REC-130",28.3913676470588,"28","0","Run3",-4.25712357620337e-05,-0.153256448743321,"Recruit",0,-4.25712357620337e-05
"188","Recruit","REC-130",29.1037990740741,"28","560","Run3",0.000158354688865663,0.570076879916388,"Recruit",560,0.000158354688865663
"189","Recruit","REC-130",30.138087962963,"30","0","Run3",-7.96142434407222e-05,-0.2866112763866,"Recruit",0,-7.96142434407222e-05
"190","Recruit","REC-130",30.7074815789474,"30","560","Run3",0.000170996580653534,0.615587690352722,"Recruit",560,0.000170996580653534
"191","Recruit","REC-130",31.8293323529412,"32","0","Run3",-4.6226533211855e-05,-0.166415519562678,"Recruit",0,-4.6226533211855e-05
"192","Recruit","REC-130",32.1927637254902,"32","560","Run3",0.000104946744778632,0.377808281203075,"Recruit",560,0.000104946744778632
"193","Recruit","REC-130",34.8414803030303,"35","0","Run3",-0.000143184096717743,-0.515462748183875,"Recruit",0,-0.000143184096717743
"194","Recruit","REC-130",35.1876960784314,"35","560","Run3",0.000103987021574283,0.374353277667419,"Recruit",560,0.000103987021574283
"195","Recruit","REC-130",37.3995546296296,"38","0","Run3",-1.80470453141515e-05,-0.0649693631309453,"Recruit",0,-1.80470453141515e-05
"196","Recruit","REC-130",37.4797078431373,"38","560","Run3",6.68820018815903e-06,0.0240775206773725,"Recruit",560,6.68820018815903e-06
"197","Recruit","REC-130",39.9160177777778,"40","0","Run3",2.82225485635328e-06,0.0101601174828718,"Recruit",0,2.82225485635328e-06
"198","Recruit","REC-130",39.8590375,"40","560","Run3",-0.000121351662878036,-0.436865986360929,"Recruit",560,-0.000121351662878036
"199","Recruit","REC-134",17.0967614583333,"17","0","Run3",-4.66000405400778e-05,-0.16776014594428,"Recruit",0,-4.66000405400778e-05
"200","Recruit","REC-134",17.0866382352941,"17","560","Run3",7.36936609310196e-05,0.26529717935167,"Recruit",560,7.36936609310196e-05
"201","Recruit","REC-134",21.4395447916667,"21","0","Run3",-0.00010901172897497,-0.392442224309891,"Recruit",0,-0.00010901172897497
"202","Recruit","REC-134",21.5933083333333,"21","560","Run3",1.15748433401364e-05,0.041669436024491,"Recruit",560,1.15748433401364e-05
"203","Recruit","REC-134",24.4318895833333,"24","0","Run3",-8.74023042628288e-05,-0.314648295346184,"Recruit",0,-8.74023042628288e-05
