Run,Light_Level,Light_Value,Date,Start.time,Stop.time,Light_Percent
1,0,0,20240304,16:45,17:00,0
1,1,15,20240304,17:01,17:15,2
1,2,21,20240304,17:16,17:30,5
1,3,95,20240304,17:31,17:45,10
1,4,215,20240304,17:46,18:00,20
1,5,383,20240304,18:01,18:15,40
1,6,560,20240304,18:16,18:30,60
1,7,733,20240304,18:31,18:45,80
1,8,902,20240304,18:46,19:00,100
