"","Date","Plate","Temp.C","Light"
"25","20231114","2",27.2260465116279,1
"24","20231114","2",27.7423636363636,2
"241","20231114","2",27.7983050847458,3
"242","20231114","2",27.5903174603175,4
"243","20231114","2",27.8686440677966,5
"244","20231114","2",28.1647887323944,6
"245","20231114","2",28.2312643678161,7
"246","20231114","2",28.4912676056338,8
"247","20231114","2",29.4325531914894,9
