Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
13.12.23 15:20:44,57.8,166.27,171.31,162.85,164.69,188.87,184.77,170.78,205,208.96,161.28,180.43,186.13,177.46,180.97,168.39,217.54,176.65,186.41,175.85,208.96,186.95,216.97,180.7,145.8,,31,965,36,30.78,
13.12.23 15:20:59,58.05,166.01,171.31,162.59,164.69,188.6,184.77,170.78,204.44,209.25,162.07,180.7,186.13,177.73,180.16,168.65,218.12,176.39,185.86,175.58,208.39,187.5,217.25,180.7,146.06,,31,965,36,30.78,
13.12.23 15:21:14,58.3,166.01,171.04,162.33,164.17,188.32,184.77,171.04,205,209.53,161.54,180.16,185.86,177.46,180.16,168.39,218.7,176.92,185.31,175.05,209.25,186.41,218.12,181.24,145.8,,31,965,36,30.8,
13.12.23 15:21:29,58.55,165.75,170.78,162.07,164.17,188.6,184.22,170.24,204.44,209.25,161.02,180.16,185.59,176.65,179.62,167.86,218.7,176.65,186.13,174.51,208.96,185.86,217.83,180.43,145.04,,31,965,36,30.78,
13.12.23 15:21:44,58.8,165.48,170.51,161.54,163.9,188.6,183.95,169.98,204.72,209.53,161.02,179.08,185.31,176.65,179.62,167.86,218.12,176.65,185.59,174.51,208.96,185.59,218.12,180.7,144.53,,31,965,36,30.78,
13.12.23 15:21:59,59.05,165.48,170.51,161.28,163.64,188.32,183.41,169.71,205,208.96,160.5,179.62,185.04,176.39,179.89,168.39,218.12,176.39,185.59,174.51,209.25,184.77,217.83,180.97,144.78,,31,965,36,30.78,
13.12.23 15:22:14,59.3,165.22,170.24,160.5,163.64,188.32,183.41,169.45,204.72,209.53,160.24,179.35,185.31,176.12,180.16,167.33,218.12,175.58,185.59,173.17,208.39,185.04,217.54,180.7,144.02,,31,965,36,30.78,
13.12.23 15:22:29,59.55,164.69,169.71,159.72,162.85,187.77,182.87,168.65,204.15,209.25,159.98,178.27,185.86,175.31,179.08,166.54,217.83,174.78,184.77,172.91,208.39,184.22,217.54,179.08,143.26,,31,965,36,30.78,
13.12.23 15:22:44,59.8,164.69,169.45,159.72,162.59,187.5,182.59,168.65,203.59,209.81,159.46,178.54,185.31,175.85,179.08,166.54,216.97,175.05,185.31,172.64,208.11,183.68,217.25,179.35,143.01,,31,965,36,30.8,
13.12.23 15:22:59,60.05,164.43,169.18,159.19,162.59,187.23,182.59,168.12,203.31,208.96,159.46,178.81,185.31,175.31,178.81,166.8,216.97,175.05,185.04,172.91,209.25,183.14,217.83,179.08,143.01,,31,965,36,30.8,
13.12.23 15:23:14,60.3,164.43,169.45,158.93,162.33,187.5,182.32,167.59,204.15,209.53,158.67,178.81,185.04,175.31,179.08,166.27,217.25,175.31,185.04,171.84,208.68,184.22,217.54,178.27,142.76,,31,965,36,30.8,
13.12.23 15:23:29,60.55,164.17,168.92,158.15,161.81,186.95,182.32,167.59,203.31,209.25,158.67,178.27,184.77,174.51,178.81,166.01,217.54,174.78,184.77,172.11,208.39,183.41,218.41,178.81,142.5,,31,965,36,30.8,
13.12.23 15:23:44,60.8,164.17,168.65,157.63,161.81,187.23,182.05,167.07,203.59,209.81,158.41,177.73,184.77,174.51,178.27,166.01,218.12,175.05,184.22,171.57,208.68,183.41,217.25,178.27,142,,31,965,36,30.8,
13.12.23 15:23:59,61.05,163.64,168.39,157.11,161.28,187.23,181.51,166.27,203.59,209.25,157.89,177.73,184.22,174.51,178,165.75,217.83,174.78,184.5,170.78,208.68,182.59,217.25,178.81,141.49,,31,965,36,30.78,
13.12.23 15:24:14,61.3,163.38,168.12,156.85,161.02,187.23,181.24,166.01,203.03,209.25,157.37,177.19,184.22,173.71,177.46,164.96,217.54,173.98,183.95,170.24,209.25,182.05,217.83,178,140.73,,31,965,36,30.8,
13.12.23 15:24:29,61.55,162.85,167.59,156.08,161.02,186.41,180.43,165.22,202.75,208.96,157.37,176.39,183.68,173.71,177.46,164.96,216.68,173.71,183.95,169.98,207.83,181.78,216.39,177.46,140.48,,31,965,36,30.8,
13.12.23 15:24:44,61.8,162.85,167.86,156.08,160.76,186.95,180.7,165.48,203.31,209.25,157.37,177.46,184.22,174.51,177.46,165.22,217.25,174.24,183.95,169.98,208.39,181.78,218.12,177.46,140.23,,31,965,36,30.81,
13.12.23 15:24:59,62.05,162.85,167.59,155.3,160.5,186.41,180.7,164.96,203.03,209.25,156.59,177.19,184.22,173.44,177.19,164.96,217.83,174.24,183.95,169.45,208.96,181.51,217.54,177.19,139.47,,31,965,36,30.8,
13.12.23 15:25:14,62.3,162.59,167.59,154.78,160.24,186.41,179.89,164.17,202.47,209.53,156.08,177.19,183.95,173.44,176.65,164.69,217.83,173.98,183.68,169.45,208.68,180.97,217.83,175.85,139.98,,31,965,36,30.81,
13.12.23 15:25:29,62.55,161.81,166.8,154.26,159.46,185.86,179.89,163.38,202.19,209.25,155.82,176.65,183.41,172.64,176.65,164.43,217.25,172.64,183.41,168.92,208.68,180.43,217.25,176.92,139.47,,31,965,36,30.8,
13.12.23 15:25:44,62.8,162.07,166.8,154.01,159.46,185.31,179.89,163.38,202.75,209.53,155.56,177.19,183.41,172.91,176.92,164.96,217.25,173.71,183.95,167.86,208.68,179.62,217.25,175.31,139.47,,31,965,36,30.8,
13.12.23 15:25:59,63.05,161.54,166.54,152.97,158.93,185.31,179.35,163.12,201.91,209.53,155.04,175.85,183.14,172.11,176.12,163.9,217.54,172.37,183.14,168.39,208.39,179.89,217.54,176.12,138.47,,31,965,36,30.81,
13.12.23 15:26:14,63.3,161.02,166.27,152.2,158.67,185.59,178.81,162.59,201.35,209.25,154.52,176.12,182.32,172.11,175.85,163.64,216.68,172.64,183.14,167.33,208.11,178.81,216.97,175.31,138.22,,31,965,36,30.8,
13.12.23 15:26:29,63.55,161.02,166.01,152.2,158.41,184.77,178.54,161.54,201.91,208.68,153.75,176.12,182.59,172.11,175.85,163.64,217.25,172.11,183.41,167.07,207.54,179.08,217.25,175.31,138.22,,31,965,36,30.8,
13.12.23 15:26:44,63.8,160.76,165.48,151.43,157.89,184.77,178.27,161.81,201.35,209.25,154.01,175.85,182.59,171.04,174.78,163.38,217.25,171.84,183.68,167.33,208.39,178.27,217.25,175.31,137.21,,31,965,36,30.8,
13.12.23 15:26:59,64.05,160.76,165.22,151.17,157.63,184.5,178.27,161.54,201.07,208.68,154.01,175.58,182.32,171.04,175.05,163.12,217.25,171.31,182.87,166.01,208.11,178.27,217.83,174.51,136.21,,31,965,36,30.78,
13.12.23 15:27:14,64.3,160.24,165.22,150.4,157.63,183.95,178,161.54,201.63,208.96,153.49,176.39,182.87,171.31,175.05,163.38,217.25,171.57,182.87,165.75,208.39,178,217.83,174.51,136.46,,31,965,36,30.8,
13.12.23 15:27:29,64.55,160.24,164.96,150.15,156.59,184.5,177.73,160.24,200.51,209.25,152.46,175.58,182.59,171.04,174.78,162.85,217.54,171.84,182.05,165.75,208.11,177.46,216.97,174.51,135.46,,31,965,36,30.8,
13.12.23 15:27:44,64.8,159.72,164.17,149.38,156.85,183.68,177.46,159.98,200.51,209.25,152.72,175.05,182.32,170.24,173.71,162.33,216.97,171.31,182.32,165.48,208.11,176.65,217.83,174.51,135.46,,31,965,36,30.78,
13.12.23 15:27:59,65.05,159.72,164.96,149.38,156.59,183.95,177.73,160.24,201.35,209.25,151.94,174.78,182.87,170.78,174.51,162.07,217.25,171.57,181.78,164.69,208.39,176.65,217.83,174.78,134.96,,31,965,36,30.8,
13.12.23 15:28:14,65.3,159.46,164.17,148.35,156.08,183.14,177.19,159.46,200.79,208.68,151.94,174.24,182.05,169.98,174.24,162.33,216.68,171.04,182.59,164.43,208.11,176.39,217.54,174.24,134.71,,31,965,36,30.8,
13.12.23 15:28:29,65.55,159.72,163.64,148.1,156.08,182.87,176.92,158.67,200.51,209.25,151.43,174.78,182.05,169.71,173.44,162.85,216.97,171.04,182.32,163.64,207.83,176.65,217.54,173.17,134.21,,31,965,36,30.81,
13.12.23 15:28:44,65.8,159.19,163.12,147.59,155.56,182.87,176.65,158.67,200.23,208.96,150.66,174.24,181.78,169.18,173.17,161.81,216.68,170.78,181.24,163.9,207.54,175.85,216.97,172.64,134.21,,31,965,36,30.8,
13.12.23 15:28:59,66.05,158.93,162.85,146.57,154.78,182.05,175.85,157.89,200.51,208.96,150.92,174.24,181.51,168.65,172.64,161.28,216.68,169.71,181.78,163.38,206.69,174.78,216.68,172.91,133.21,,31,965,36,30.8,
13.12.23 15:29:14,66.3,158.41,162.59,146.57,155.04,182.32,175.85,158.15,199.95,208.39,150.4,173.98,181.78,168.92,172.91,161.02,216.97,170.24,181.78,162.85,207.54,175.05,216.97,172.11,133.46,,31,965,36,30.8,
13.12.23 15:29:29,66.55,158.41,162.33,145.8,154.52,182.05,175.85,157.89,199.95,208.96,150.15,173.44,181.78,168.92,172.91,161.28,216.68,169.45,181.51,162.59,207.54,174.24,217.25,171.57,131.97,,31,965,36,30.81,
13.12.23 15:29:44,66.8,158.15,162.33,145.29,154.26,181.78,175.31,156.85,199.67,208.68,149.63,173.17,180.97,167.86,172.11,161.02,216.39,168.92,181.24,162.85,207.26,172.91,216.97,171.84,131.97,,31,965,36,30.8,
13.12.23 15:29:59,67.05,157.89,162.33,145.04,154.26,181.78,175.58,157.11,199.39,208.68,149.38,173.98,181.24,168.39,172.11,161.02,216.97,169.18,180.97,162.33,207.83,173.98,216.39,171.31,131.22,,31,965,36,30.81,
13.12.23 15:30:14,67.3,157.89,161.81,144.28,153.23,181.78,175.05,156.34,199.11,209.25,148.86,173.44,181.51,167.86,172.11,160.5,216.68,169.45,180.97,161.81,206.98,172.91,215.82,171.84,130.98,,31,965,36,30.81,
13.12.23 15:30:29,67.55,157.89,161.02,144.02,153.23,180.97,174.51,156.08,199.39,208.96,148.61,173.17,180.97,167.86,171.57,160.24,217.25,168.92,180.7,161.02,207.26,173.17,217.25,170.78,130.98,,31,965,36,30.8,
13.12.23 15:30:44,67.8,157.11,160.76,143.52,153.23,180.97,174.78,156.08,199.39,208.68,148.1,173.17,180.97,167.59,170.78,160.5,216.97,168.65,180.16,161.02,207.83,172.11,216.68,171.31,130.23,,31,965,36,30.81,
13.12.23 15:30:59,68.05,156.85,160.24,143.01,152.72,180.7,174.24,155.3,198.83,208.68,147.59,172.11,180.7,166.8,171.84,159.98,216.68,168.12,180.7,160.24,206.98,172.11,216.68,170.78,129.49,,31,965,36,30.8,
13.12.23 15:31:15,68.32,156.85,160.5,142.25,152.2,180.16,173.98,155.04,198.83,208.39,147.08,171.84,180.16,166.54,170.51,159.46,216.68,168.12,180.7,159.98,206.98,170.51,216.68,170.24,128.75,,31,965,36,30.81,
13.12.23 15:31:30,68.57,156.59,159.98,142,152.2,180.16,173.71,154.52,197.99,208.39,146.57,171.57,180.43,166.8,170.51,159.72,216.68,167.07,180.43,159.98,207.54,170.78,216.39,169.71,129.49,,31,965,36,30.81,
13.12.23 15:31:45,68.82,156.85,160.24,141.24,152.2,180.16,173.17,154.52,198.27,208.68,147.08,171.31,180.43,166.54,170.51,159.19,216.97,168.39,179.89,159.72,207.54,170.24,216.39,169.45,128.75,,31,965,36,30.8,
13.12.23 15:32:00,69.07,156.34,159.72,140.99,151.43,179.62,173.17,154.26,197.99,208.39,146.57,171.04,180.43,166.27,169.98,159.19,216.39,167.59,179.89,159.72,207.54,169.45,216.68,168.39,128.01,,31,965,36,30.8,
13.12.23 15:32:15,69.32,156.08,158.93,140.23,151.17,179.08,172.64,153.75,197.99,208.39,145.8,171.04,179.89,166.01,169.45,158.67,215.53,167.59,179.62,159.19,206.69,169.45,216.68,168.92,127.51,,31,965,36,30.8,
13.12.23 15:32:30,69.57,156.08,158.93,139.98,150.92,179.62,172.91,153.23,197.44,208.68,145.55,170.51,179.89,165.75,169.71,158.93,215.82,167.07,179.62,158.15,207.26,168.92,216.97,168.92,127.51,,31,965,36,30.8,
13.12.23 15:32:45,69.82,156.08,158.93,139.72,150.66,179.62,172.91,152.97,197.99,208.68,145.29,171.04,180.16,165.48,169.71,159.19,216.39,166.8,179.62,158.93,207.26,168.92,217.25,168.65,127.02,,31,965,36,30.81,
13.12.23 15:33:00,70.07,155.56,158.41,138.97,150.4,179.35,172.37,152.97,197.44,208.11,145.04,169.98,179.62,165.22,169.18,158.67,216.97,166.8,179.89,157.89,206.69,168.12,216.68,168.12,126.53,,31,965,36,30.8,
13.12.23 15:33:15,70.32,155.3,158.41,138.47,149.89,179.08,172.37,152.97,197.71,208.39,144.28,170.24,179.89,164.69,168.92,158.67,216.68,166.8,180.16,157.63,207.54,167.86,217.25,168.12,125.79,,31,965,36,30.81,
13.12.23 15:33:30,70.57,155.56,157.89,138.22,150.15,179.08,172.11,152.2,197.16,208.96,144.28,170.51,180.16,165.22,168.65,158.41,215.82,166.27,180.43,157.37,207.83,168.39,216.39,167.07,125.3,,31,965,36,30.81,
13.12.23 15:33:45,70.82,155.3,157.63,137.21,149.38,179.08,171.57,151.43,196.88,207.83,143.77,169.45,179.08,164.17,168.65,158.67,215.82,165.75,179.62,156.34,206.41,166.8,216.1,166.54,124.81,,31,965,36,30.8,
13.12.23 15:34:00,71.07,154.78,157.11,136.71,149.12,178.27,171.04,151.43,195.77,208.11,143.01,168.65,178.81,164.17,167.86,157.63,215.53,166.27,180.16,156.08,206.98,166.27,215.53,166.27,124.56,,31,965,36,30.8,
13.12.23 15:34:15,71.32,154.78,157.37,136.71,148.86,178.81,171.04,150.92,196.32,207.83,142.76,168.92,179.08,163.64,167.33,157.89,216.1,166.01,179.08,155.82,206.98,166.54,216.68,166.54,124.07,,31,965,36,30.81,
13.12.23 15:34:30,71.57,154.26,156.85,135.96,148.1,178.54,170.78,150.66,196.05,208.11,142.5,168.65,179.08,164.17,167.86,157.63,216.1,166.01,179.08,155.3,207.26,166.27,216.39,166.01,123.34,,31,965,36,30.81,
13.12.23 15:34:45,71.82,154.78,156.85,135.71,148.1,178.81,170.78,150.66,196.05,208.68,142.5,168.39,178.81,163.38,167.59,157.63,216.1,166.01,179.35,155.3,207.54,166.27,216.1,165.75,123.34,,31,965,36,30.81,
13.12.23 15:35:00,72.07,154.01,155.82,134.96,147.33,177.73,169.71,149.89,196.05,207.54,142,167.86,178.81,163.12,167.33,157.11,214.95,165.48,179.08,154.26,206.41,165.48,215.53,166.01,122.61,,31,965,36,30.8,
13.12.23 15:35:15,72.32,154.26,156.08,133.96,147.59,177.73,169.71,149.63,195.77,207.83,141.74,167.07,179.08,163.12,166.54,156.85,216.1,164.96,178.54,154.26,206.41,164.17,216.1,165.22,121.63,,31,965,36,30.81,
13.12.23 15:35:30,72.57,153.75,155.56,133.46,146.82,177.73,169.71,149.12,195.49,208.11,140.48,167.07,178.81,162.07,166.01,156.34,215.53,164.69,178.81,153.23,206.69,165.48,215.53,164.69,121.63,,31,965,36,30.8,
13.12.23 15:35:45,72.82,154.01,155.56,133.46,146.82,177.73,169.71,149.12,195.49,208.68,140.48,167.07,178.81,162.33,166.27,157.11,215.53,164.69,179.62,153.49,206.98,164.43,216.1,164.43,121.63,,31,965,36,30.81,
13.12.23 15:36:00,73.07,153.49,155.04,132.96,146.31,177.73,169.18,148.61,195.21,207.83,140.23,166.27,178.27,161.54,166.27,156.34,216.1,164.17,179.35,153.49,207.26,163.9,215.82,164.96,120.41,,31,965,36,30.81,
13.12.23 15:36:15,73.32,153.49,154.52,132.22,146.31,176.92,168.92,148.35,195.21,207.83,139.72,166.01,178.81,162.07,165.75,156.34,215.53,164.43,178.54,152.46,206.41,163.9,216.1,163.64,120.41,,31,965,36,30.81,
13.12.23 15:36:30,73.57,152.97,154.01,131.47,145.8,176.92,168.65,147.59,194.38,207.83,138.97,165.22,178.54,161.28,164.96,156.08,215.82,163.64,178,152.2,206.69,163.38,215.53,163.9,119.44,,31,965,36,30.8,
13.12.23 15:36:45,73.82,152.97,154.52,131.47,145.29,177.19,168.65,147.59,194.66,207.83,138.97,166.01,178.81,161.54,164.96,156.34,216.39,163.64,178,152.2,206.69,163.9,215.82,164.17,118.71,,31,965,36,30.8,
13.12.23 15:37:00,74.07,152.72,153.75,130.73,145.04,176.92,168.39,147.08,194.38,207.83,138.47,165.22,178.81,161.81,164.96,155.3,215.53,163.12,178.27,151.43,206.13,162.59,216.1,163.38,119.19,,31,965,36,30.8,
13.12.23 15:37:15,74.32,152.46,153.49,130.23,145.04,176.65,168.12,146.82,194.66,207.83,138.22,164.96,178.27,161.02,164.69,155.82,216.1,163.64,178.27,151.69,206.41,163.64,215.53,162.85,118.71,,31,965,36,30.8,
13.12.23 15:37:30,74.57,152.72,152.97,129.99,144.78,176.65,167.59,146.57,194.38,208.11,137.96,164.43,178,161.28,164.69,155.04,216.39,163.38,177.73,151.43,206.13,162.33,215.82,162.85,117.98,,31,965,36,30.8,
13.12.23 15:37:45,74.82,152.2,152.72,129.24,144.28,176.12,167.86,146.57,193.83,208.39,136.96,164.43,178,160.5,163.64,155.04,215.82,162.85,177.46,150.15,206.41,162.59,215.82,163.38,117.5,,31,965,36,30.81,
13.12.23 15:38:00,75.07,151.94,152.72,128.75,144.53,175.85,167.59,146.31,194.1,208.11,137.21,163.64,177.73,160.5,164.17,154.78,216.1,163.12,178,150.15,206.69,161.54,215.24,162.33,117.25,,31,965,36,30.81,
13.12.23 15:38:15,75.32,151.69,151.94,127.76,143.52,175.58,167.07,145.55,193.55,207.54,136.46,163.38,178,159.72,163.64,154.52,215.82,162.85,177.46,148.86,206.13,161.02,215.24,162.85,117.25,,31,965,36,30.81,
13.12.23 15:38:30,75.57,151.43,151.43,127.27,142.76,176.12,166.8,145.04,192.72,206.98,135.96,163.12,177.73,159.19,163.38,153.75,215.24,161.81,177.46,149.12,206.13,160.76,214.95,162.59,116.29,,31,965,36,30.81,
13.12.23 15:38:45,75.82,151.17,151.94,127.27,142.76,176.12,166.8,144.78,193.55,207.83,135.46,162.59,177.73,159.98,163.12,154.01,215.82,162.59,176.65,148.61,206.69,161.02,214.95,162.33,115.8,,31,965,36,30.81,
13.12.23 15:39:00,76.07,151.17,150.92,126.28,142.5,175.31,166.54,145.04,193,207.83,134.96,162.59,177.19,159.46,163.12,153.49,215.24,162.07,176.65,148.35,206.13,159.46,214.67,161.81,115.56,,31,965,36,30.81,
13.12.23 15:39:15,76.32,151.17,150.92,125.79,142.25,174.78,166.01,143.77,192.72,207.54,134.96,162.07,177.73,158.93,161.81,153.23,215.53,161.81,175.58,147.59,206.41,160.24,214.95,161.54,114.36,,31,965,36,30.81,
13.12.23 15:39:30,76.57,150.92,150.4,125.3,142,175.58,166.27,144.02,192.72,207.83,134.71,162.07,177.46,158.93,161.81,152.72,215.24,161.54,176.12,147.33,205.85,159.98,215.53,161.81,114.11,,31,965,36,30.81,
13.12.23 15:39:45,76.82,150.4,149.63,124.56,141.49,175.31,166.01,143.26,192.17,207.26,133.96,161.28,177.19,158.41,162.07,152.2,214.95,160.5,175.85,146.31,205.56,158.93,214.38,161.81,113.63,,31,965,36,30.81,
13.12.23 15:40:00,77.07,150.66,149.89,124.32,140.99,175.05,165.48,143.26,192.17,207.54,133.96,161.28,177.19,158.67,161.54,152.2,215.53,160.76,175.31,146.06,205.85,159.19,214.38,161.81,113.63,,31,965,36,30.81,
13.12.23 15:40:15,77.32,150.4,149.38,124.07,140.73,175.05,165.75,143.26,191.89,207.54,133.21,161.28,176.92,158.15,161.81,152.2,215.82,161.02,174.78,146.31,205.56,158.15,214.95,161.02,112.91,,31,965,36,30.81,
13.12.23 15:40:30,77.57,150.15,149.38,123.34,140.73,174.51,165.22,142.25,191.62,207.54,132.96,161.02,177.19,157.89,161.28,151.94,215.24,160.24,174.78,145.8,205.85,158.15,214.67,160.76,112.67,,31,965,36,30.81,
13.12.23 15:40:45,77.82,149.89,148.86,123.09,140.23,174.51,164.96,142.76,191.07,206.98,132.47,160.76,177.19,157.89,161.28,151.94,215.24,160.5,175.58,145.8,205.56,157.63,215.53,160.76,111.95,,31,965,36,30.81,
13.12.23 15:41:00,78.07,150.15,148.35,122.61,139.98,173.98,164.69,142.25,191.34,207.54,132.47,160.24,177.19,157.37,160.24,151.69,215.24,160.24,175.05,145.04,206.41,157.63,214.95,161.54,111.95,,31,965,36,30.81,
13.12.23 15:41:15,78.32,149.38,148.1,121.63,139.98,174.24,164.69,142.25,191.62,206.98,131.97,160.24,176.92,157.11,160.24,152.2,215.82,160.24,174.51,144.78,205.56,157.37,215.24,160.5,111.23,,31,965,36,30.81,
13.12.23 15:41:30,78.57,149.89,148.1,121.38,139.22,173.98,164.43,141.74,191.62,207.54,131.72,159.46,176.92,156.85,159.98,151.69,215.53,159.98,174.51,144.28,205.56,156.59,214.95,159.98,110.99,,31,965,36,30.81,
13.12.23 15:41:45,78.82,149.63,148.1,120.9,138.97,173.98,164.17,141.49,191.34,207.54,131.47,159.72,177.19,156.85,159.98,151.43,215.53,159.98,174.51,144.53,205.85,156.85,214.95,159.98,110.75,,31,965,36,30.83,
13.12.23 15:42:00,79.07,149.12,147.59,120.17,138.47,173.44,164.17,141.24,191.07,207.26,130.48,159.46,177.46,156.85,159.72,151.43,215.82,160.24,174.78,144.02,206.13,155.3,214.38,159.98,109.8,,31,965,36,30.81,
13.12.23 15:42:15,79.32,148.86,146.82,119.68,138.22,173.17,163.9,140.73,190.52,206.98,130.48,159.19,177.46,156.34,158.67,150.92,215.53,159.46,173.98,143.77,205.85,155.82,214.67,158.93,109.32,,31,965,36,30.81,
13.12.23 15:42:30,79.57,149.12,147.08,119.44,137.96,173.44,163.9,140.73,190.52,206.69,129.74,158.93,176.92,156.08,159.19,151.69,215.82,158.67,173.71,143.26,206.13,155.04,214.95,160.24,109.32,,31,965,36,30.81,
13.12.23 15:42:45,79.82,148.86,146.31,118.71,137.21,172.37,163.9,139.72,190.52,207.26,129.74,158.93,177.46,155.56,158.67,151.17,215.24,158.41,173.71,142.5,205,154.01,214.38,159.19,108.36,,31,965,36,30.81,
13.12.23 15:43:00,80.07,148.35,146.06,117.98,136.96,172.64,163.12,139.47,190.24,206.41,129.24,158.93,176.39,155.82,158.41,151.17,215.53,157.89,173.17,141.74,205.28,153.75,214.09,158.93,108.13,,31,965,36,30.81,
13.12.23 15:43:15,80.32,148.86,145.55,117.74,136.71,172.64,163.38,139.72,189.69,206.69,129,159.19,176.92,155.3,158.41,151.17,215.82,158.67,173.98,142.25,205.28,154.01,214.38,159.19,108.13,,31,965,36,30.81,
13.12.23 15:43:30,80.57,148.35,145.29,117.25,136.46,172.37,163.12,138.47,189.69,206.69,128.5,158.41,176.12,155.3,157.63,151.17,214.95,158.15,172.91,141.24,205,153.75,214.67,158.67,106.94,,31,965,36,30.81,
13.12.23 15:43:45,80.82,148.1,145.04,116.53,136.46,172.11,162.85,138.47,189.97,206.69,127.76,158.15,176.12,155.3,157.11,150.92,214.95,157.89,172.91,140.99,206.13,153.23,214.95,157.63,106.7,,31,965,36,30.81,
13.12.23 15:44:00,81.07,148.1,145.04,116.29,136.21,172.37,162.33,138.72,189.69,206.69,127.27,158.41,176.39,155.3,157.63,150.66,215.53,157.63,173.17,140.73,205.28,152.97,214.38,158.15,106.46,,31,965,36,30.81,
13.12.23 15:44:15,81.32,147.84,144.53,115.8,135.71,171.84,162.59,138.47,188.87,206.69,126.78,157.89,176.39,154.26,157.11,150.66,214.67,157.63,172.64,139.98,205.28,151.69,214.95,157.89,105.27,,31,965,36,30.81,
13.12.23 15:44:30,81.57,147.84,144.53,115.56,135.46,171.84,162.07,137.96,189.42,206.69,126.78,157.63,176.39,154.26,157.37,150.66,215.24,157.63,172.64,139.98,205.56,150.92,214.09,157.11,105.27,,31,965,36,30.81,
13.12.23 15:44:45,81.82,147.33,143.26,114.84,134.96,171.57,162.07,137.21,188.87,206.41,126.28,157.37,176.65,154.01,156.34,150.15,214.67,157.63,171.84,138.72,205.28,150.15,214.09,157.63,104.33,,31,965,36,30.81,
13.12.23 15:45:00,82.07,147.59,143.52,114.84,134.71,172.11,162.07,137.71,188.32,206.69,126.04,157.37,176.92,154.26,156.59,150.15,214.95,157.37,171.84,139.22,205,150.15,214.09,156.85,103.85,,31,965,36,30.81,
13.12.23 15:45:15,82.32,147.08,142.5,114.11,133.71,171.31,161.81,136.71,188.32,206.41,125.3,157.11,176.12,154.01,155.82,149.63,214.67,156.08,171.84,138.22,205.56,149.63,213.24,156.85,103.62,,31,965,36,30.81,
13.12.23 15:45:30,82.57,146.82,142.76,113.39,134.21,171.31,161.02,136.71,187.77,206.41,125.05,156.85,176.39,153.49,155.04,149.38,215.53,156.85,171.57,137.46,205.28,149.12,214.38,156.34,102.67,,31,965,36,30.81,
13.12.23 15:45:45,82.82,147.08,142.5,113.63,133.46,171.04,161.28,136.46,188.05,206.41,124.81,156.85,175.58,152.97,155.3,149.38,215.24,156.85,171.57,137.21,205.56,149.12,213.52,156.85,102.91,,31,965,36,30.81,
13.12.23 15:46:00,83.07,146.57,141.74,112.43,133.21,170.78,160.76,135.71,187.77,205.85,124.07,156.85,175.31,152.97,154.78,149.12,214.95,155.82,171.57,137.21,205.28,148.35,212.95,156.34,101.73,,31,965,36,30.81,
13.12.23 15:46:15,83.32,146.57,141.49,112.67,132.96,171.31,160.5,136.21,187.23,206.69,124.07,156.85,175.31,152.72,154.26,149.12,215.24,156.08,170.78,136.46,204.44,147.33,214.38,156.34,101.49,,31,965,36,30.81,
13.12.23 15:46:30,83.57,146.31,141.24,111.71,132.47,170.78,161.02,135.46,186.95,206.41,123.58,157.37,175.31,152.97,154.26,148.61,214.67,156.08,171.31,136.21,205.56,148.61,213.81,156.34,100.79,,31,965,36,30.81,
13.12.23 15:46:45,83.82,146.31,140.99,111.47,132.47,170.78,159.98,135.21,187.23,206.69,122.85,156.08,174.51,152.72,154.52,149.12,214.95,155.04,171.31,136.46,205.56,147.84,214.38,156.08,101.02,,31,965,36,30.81,
13.12.23 15:47:00,84.07,146.31,141.24,111.47,132.22,170.78,160.76,134.96,187.23,206.69,122.85,156.59,173.71,152.72,153.75,148.35,214.95,156.34,170.78,135.71,204.72,147.08,214.09,155.04,99.61,,31,965,36,30.83,
13.12.23 15:47:15,84.32,146.31,140.73,110.99,131.97,171.04,159.72,134.71,186.95,206.69,122.36,156.34,174.24,152.2,153.75,147.84,214.67,155.3,171.31,135.46,205.28,147.33,214.38,154.52,99.61,,31,965,36,30.84,
13.12.23 15:47:30,84.57,145.55,139.72,109.8,130.98,170.24,159.46,133.71,186.95,205.85,121.38,155.56,173.44,150.92,152.72,147.84,214.38,154.78,169.98,134.96,204.72,146.82,213.52,154.78,98.44,,31,965,36,30.83,
13.12.23 15:47:45,84.82,145.8,139.98,109.56,131.22,170.24,159.72,134.21,186.41,205.85,121.87,156.08,173.71,151.43,153.23,147.33,215.53,155.04,170.51,134.21,205.28,146.06,213.81,154.26,98.44,,31,965,36,30.81,
13.12.23 15:48:00,85.07,145.55,139.22,109.56,130.73,170.78,159.46,133.96,186.68,206.13,120.9,155.56,172.64,151.17,152.2,147.59,215.24,154.26,170.24,133.71,205.28,146.06,212.95,154.52,98.21,,31,965,36,30.83,
13.12.23 15:48:15,85.32,145.55,138.97,109.08,129.99,169.98,159.19,133.21,185.86,206.13,120.17,155.04,172.37,150.92,152.2,147.33,214.95,154.01,170.51,133.96,204.72,144.53,213.52,153.75,96.8,,31,965,36,30.81,
13.12.23 15:48:30,85.57,145.04,138.47,108.13,129.74,170.51,158.93,133.21,186.13,206.41,119.92,154.78,171.84,151.17,151.94,147.08,214.95,153.49,169.18,132.96,204.72,145.29,212.95,153.75,96.57,,31,965,36,30.83,
