Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
13.12.23 15:48:45,85.82,145.04,138.22,107.89,129.74,169.98,158.67,132.72,185.31,205.85,119.19,154.78,172.11,150.66,151.94,146.57,214.67,153.23,169.71,132.47,204.44,144.28,212.95,153.75,96.1,,31,965,36,30.81,
13.12.23 15:49:00,86.07,145.04,137.46,107.65,129.49,169.98,158.15,132.47,185.31,206.13,118.95,155.3,171.57,150.4,151.94,147.33,214.67,153.23,169.98,132.72,205.28,144.53,213.52,153.75,95.64,,31,965,36,30.81,
13.12.23 15:49:15,86.32,145.29,137.71,107.41,129,170.24,158.15,132.47,185.59,206.13,118.22,154.26,171.57,150.15,151.17,147.08,214.09,153.23,169.45,132.47,204.72,144.28,213.52,153.75,95.4,,31,965,36,30.81,
13.12.23 15:49:30,86.57,145.04,137.21,106.46,128.75,169.98,157.63,132.22,185.04,205.85,117.98,154.26,171.57,149.89,151.17,147.33,214.38,152.72,169.45,131.97,204.44,143.52,213.52,152.97,94.71,,31,965,36,30.83,
13.12.23 15:49:45,86.82,144.78,136.96,106.22,128.25,170.24,157.63,131.97,185.59,206.13,117.74,154.26,171.31,150.15,151.17,146.57,214.95,152.97,169.18,131.47,205,143.52,213.52,152.2,94.47,,31,965,36,30.83,
13.12.23 15:50:00,87.07,144.78,136.96,105.75,128.01,170.24,157.11,131.72,185.31,206.13,117.98,154.26,170.24,149.89,150.4,146.57,214.95,153.23,169.45,130.73,205,142.5,212.95,152.2,93.78,,31,965,36,30.81,
13.12.23 15:50:15,87.32,144.53,136.21,105.04,127.27,169.71,156.59,130.98,183.95,205.85,116.29,154.01,170.24,148.86,149.63,145.29,214.38,152.46,168.65,129.99,205,142.76,212.95,152.2,92.85,,31,965,36,30.81,
13.12.23 15:50:30,87.57,144.28,136.71,105.27,127.27,169.45,156.59,130.48,184.5,205.85,116.29,152.97,169.71,149.12,149.63,145.8,215.24,152.72,168.39,129.74,204.15,142.5,213.52,151.94,93.08,,31,965,36,30.81,
13.12.23 15:50:45,87.82,144.28,135.96,104.8,127.02,169.71,156.59,130.98,184.22,206.13,115.8,153.75,169.45,148.86,149.38,145.8,214.38,152.72,168.65,129.49,205,141.74,213.24,152.2,92.15,,31,965,36,30.81,
13.12.23 15:51:00,88.07,144.53,135.46,104.09,126.28,169.45,156.08,130.48,184.22,206.13,115.32,153.23,168.65,148.86,149.38,145.29,214.38,151.94,168.12,129,204.44,141.49,212.66,151.94,91.23,,31,965,36,30.81,
13.12.23 15:51:15,88.32,144.28,134.71,103.85,125.79,169.45,156.08,129.99,183.41,205.85,114.84,152.97,169.18,148.35,148.61,145.04,215.24,152.2,167.86,128.25,204.72,141.49,212.66,150.66,91,,31,965,36,30.81,
13.12.23 15:51:30,88.57,143.77,134.71,103.15,125.79,169.71,156.08,130.23,183.68,205.56,114.84,153.49,169.18,148.35,149.12,144.78,214.67,151.94,168.12,128.01,205,140.99,212.95,150.66,90.77,,31,965,36,30.84,
13.12.23 15:51:45,88.82,143.52,134.71,102.91,125.55,169.45,155.56,129.99,183.41,205.85,114.11,152.97,168.12,147.84,148.35,144.53,214.67,152.2,168.12,127.51,204.15,139.98,212.95,150.4,89.38,,31,965,36,30.81,
13.12.23 15:52:00,89.07,143.26,133.96,102.2,124.81,169.18,154.78,129.24,182.59,206.13,113.15,152.72,167.33,147.33,147.59,144.53,214.09,151.17,168.39,127.02,204.44,140.23,212.95,150.66,89.15,,31,965,36,30.81,
13.12.23 15:52:15,89.32,143.52,133.71,101.97,124.81,169.18,154.78,129.49,182.87,205.85,113.15,152.2,168.12,147.84,147.59,144.28,214.67,151.69,167.86,127.02,204.15,139.72,213.24,150.15,88.92,,31,965,36,30.81,
