Measurement Name :,Meas_20231213-641,,Generated On :,"13/12/2023, 15:53:11",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
13.12.23 14:27:43,4.78,231.68,228.56,238.89,228.56,243.01,238.26,219.92,240.16,236.37,235.12,243.33,246.51,227.01,229.5,231.99,228.87,225.46,216.26,215.95,190,226.39,235.43,246.19,252.61,,28,965,36,27.18,
13.12.23 14:27:58,5.03,243.96,234.18,238.58,240.16,225.46,232.93,236.06,239.84,226.08,242.06,244.6,237.63,237.63,246.51,241.11,232.3,230.74,225.16,233.86,192,231.05,229.18,256.16,254.55,,28,965,36,27.19,
13.12.23 14:28:13,5.28,223.92,230.12,242.38,230.12,243.96,240.79,231.99,229.18,243.65,226.08,247.15,227.01,227.01,223.3,231.99,225.77,228.56,217.48,229.5,191,214.13,245.24,234.49,234.18,,28,965,36,27.21,
13.12.23 14:28:28,5.53,243.65,236.69,223.3,224.85,239.21,243.01,234.18,239.84,234.49,234.18,230.12,244.6,222.38,237,234.49,217.48,230.74,216.26,239.84,193,225.46,232.61,238.89,248.11,,28,965,36,27.22,
13.12.23 14:28:43,5.78,242.38,225.77,231.68,240.79,232.3,254.87,220.54,238.58,244.6,254.87,241.74,242.38,234.18,256.16,232.3,220.23,220.54,225.16,236.69,192,231.05,223.3,244.28,254.87,,28,965,36,27.22,
13.12.23 14:28:58,6.03,231.99,245.24,238.26,240.47,245.88,259.09,229.81,236.69,251.64,247.47,256.81,256.49,249.71,248.11,243.96,230.12,231.36,233.86,237.95,194,253.9,232.61,251.64,267.94,,28,965,36,27.24,
13.12.23 14:29:13,6.28,241.74,239.84,244.92,248.11,242.38,259.09,236.69,240.47,249.39,247.47,261.37,248.11,235.75,232.61,246.51,227.01,238.58,235.12,250.68,193,249.07,238.89,244.28,257.14,,28,965,36,27.25,
13.12.23 14:29:28,6.53,252.93,230.74,263.01,240.79,248.75,240.16,227.01,238.89,234.49,235.75,252.93,235.75,238.26,250.04,244.28,222.69,224.85,226.39,242.69,195,236.06,243.96,246.83,255.84,,28,965,36,27.26,
13.12.23 14:29:43,6.78,240.47,248.75,244.92,243.01,247.79,253.58,254.55,243.96,250.68,257.79,251.32,249.39,239.53,255.52,243.33,223.92,227.63,227.01,239.84,194,243.33,238.26,249.39,253.9,,28,965,36,27.26,
13.12.23 14:29:58,7.03,248.75,247.47,225.77,230.12,238.26,252.61,229.18,241.11,247.79,243.96,240.16,248.75,234.8,244.92,228.87,234.18,237.63,221.46,250.36,196,231.36,237.95,245.88,248.43,,28,965,36,27.29,
13.12.23 14:30:13,7.28,227.94,224.54,237.32,222.69,222.69,244.6,235.12,215.65,232.93,224.85,235.75,235.12,232.93,229.81,224.85,215.34,221.77,207.18,231.36,195,242.06,225.16,226.7,239.21,,28,965,36,27.29,
13.12.23 14:30:28,7.53,243.33,236.06,224.85,236.37,237.95,245.88,227.63,227.32,248.75,248.11,247.47,245.88,237,251,235.43,228.25,245.24,213.82,240.47,197,226.08,236.37,237.32,253.58,,28,965,36,27.3,
13.12.23 14:30:43,7.78,249.39,232.3,234.8,237.32,237.32,256.16,226.08,247.15,241.11,244.6,259.09,256.49,237.32,246.83,228.56,234.8,244.6,231.68,252.29,196,232.3,250.68,246.83,255.84,,28,965,36,27.33,
13.12.23 14:30:58,8.03,233.55,228.25,263.66,231.36,248.75,255.19,242.38,247.79,248.43,237,263.33,256.81,220.84,246.83,247.47,236.37,249.71,234.49,249.71,198,250.04,246.51,251.64,259.74,,28,965,36,27.35,
13.12.23 14:31:13,8.28,248.75,222.69,239.53,241.74,242.69,237.95,227.94,242.06,252.29,247.15,250.36,237,245.56,247.15,237.32,236.69,238.89,223.61,249.07,197,223,239.53,250.04,248.11,,28,965,36,27.35,
13.12.23 14:31:28,8.53,239.21,224.54,250.36,239.84,230.43,246.19,234.49,229.18,243.96,241.11,262.68,235.43,229.18,251.64,239.53,219.31,233.55,221.15,243.96,199,244.92,247.47,248.11,257.46,,28,965,36,27.36,
13.12.23 14:31:43,8.78,242.69,243.96,246.19,246.19,241.74,245.24,242.06,251.96,251.64,257.46,261.04,258.11,242.69,251,248.11,239.53,234.49,238.89,252.29,198,248.43,248.75,259.41,254.87,,28,965,36,27.38,
13.12.23 14:31:58,9.03,235.43,235.43,228.56,237.95,224.54,251,223,227.01,234.18,241.11,249.07,245.56,234.8,243.01,231.99,228.56,237.32,224.54,242.06,200,213.52,243.33,234.8,243.96,,28,965,36,27.39,
13.12.23 14:32:13,9.28,240.16,227.63,241.74,230.43,233.24,264.97,235.75,231.99,262.35,241.42,258.44,238.58,237.95,255.52,243.65,237.32,240.47,216.56,253.9,199,238.58,249.07,254.22,263.01,,28,965,36,27.4,
13.12.23 14:32:28,9.53,227.01,227.01,254.55,232.3,237,245.88,219.31,239.84,230.12,237.32,243.65,241.74,245.24,242.38,232.3,222.69,228.25,213.52,227.01,201,243.01,233.24,241.74,239.84,,28,965,36,27.41,
13.12.23 14:32:43,9.78,238.89,242.38,251.64,235.12,250.04,252.93,238.58,247.15,254.55,258.76,271.91,263.01,242.06,249.39,237,235.12,225.46,228.25,246.19,200,250.68,244.6,248.11,254.55,,28,965,36,27.41,
13.12.23 14:32:58,10.03,233.55,229.81,231.36,226.08,221.15,241.74,224.85,233.86,231.68,241.74,244.28,244.28,238.26,242.69,233.55,222.69,227.63,204.48,234.8,202,219.92,221.46,233.55,243.01,,28,965,36,27.41,
13.12.23 14:33:13,10.28,227.63,238.26,250.04,236.06,239.84,250.68,225.46,233.55,232.93,227.63,240.16,230.43,236.37,245.88,238.58,224.23,231.36,219.01,227.63,201,233.55,241.11,249.07,242.69,,28,965,36,27.43,
13.12.23 14:33:28,10.53,242.38,233.86,264.97,238.89,243.01,259.74,233.55,243.96,246.51,257.46,254.87,248.75,236.69,247.15,233.86,226.7,225.77,215.04,244.92,203,240.47,252.61,243.01,261.04,,28,965,36,27.44,
13.12.23 14:33:43,10.78,238.26,223,246.19,235.12,227.32,245.88,238.26,238.58,233.86,247.79,253.9,246.51,223.92,236.06,232.3,217.78,240.79,207.78,240.16,202,237,243.96,240.16,241.11,,28,965,36,27.44,
13.12.23 14:33:58,11.03,240.79,236.37,236.69,223,223,242.69,220.23,231.68,242.69,228.87,236.37,244.6,230.43,233.86,231.99,213.22,219.62,213.52,237.63,204,229.5,236.69,236.69,248.11,,28,965,36,27.46,
13.12.23 14:34:13,11.28,233.24,234.8,235.12,230.74,220.23,237,220.84,237.95,234.18,245.24,249.39,239.84,232.93,240.79,228.56,228.25,231.99,217.78,238.26,203,232.3,244.28,241.11,249.07,,28,965,36,27.46,
13.12.23 14:34:28,11.53,241.74,246.83,246.19,228.56,238.26,244.92,240.16,236.37,245.56,248.11,253.58,251.96,248.75,244.6,235.43,227.94,227.94,224.54,246.83,205,210.19,243.33,251.96,249.71,,28,965,36,27.47,
13.12.23 14:34:43,11.78,242.06,232.93,251.64,244.28,237.95,246.51,235.12,243.33,256.81,251.32,258.11,248.11,239.21,231.05,225.77,242.69,231.99,225.77,243.96,204,247.79,240.47,238.26,262.35,,28,965,36,27.47,
13.12.23 14:34:58,12.03,238.58,223.3,245.88,223.92,249.39,264.64,240.16,240.47,245.88,236.69,257.14,250.68,240.16,244.92,252.29,228.87,236.69,221.15,257.46,206,233.86,234.49,237,261.04,,28,965,36,27.5,
13.12.23 14:35:13,12.28,227.63,236.06,242.06,225.16,228.87,245.24,227.32,224.23,237.63,238.26,247.15,233.86,231.05,244.6,240.16,226.08,233.86,223.61,238.58,205,239.53,234.18,248.11,243.33,,28,965,36,27.5,
13.12.23 14:35:28,12.53,231.68,232.93,251.64,235.75,253.9,240.79,242.38,239.53,239.53,247.15,255.84,236.37,235.12,237.63,242.69,237.95,235.43,218.09,236.37,207,229.5,251,248.43,250.04,,28,965,36,27.51,
13.12.23 14:35:43,12.78,242.38,239.84,257.14,239.21,237.95,257.79,226.39,246.19,241.74,251.96,263.66,261.7,255.19,253.58,253.9,242.69,237,227.94,247.79,206,239.84,245.24,255.19,253.9,,28,965,36,27.51,
13.12.23 14:35:58,13.03,231.05,250.68,234.8,231.99,247.47,244.28,228.87,223.3,244.6,246.19,256.49,238.58,246.83,254.55,240.16,238.89,240.79,225.77,247.79,208,233.24,239.84,255.19,262.35,,28,965,36,27.53,
13.12.23 14:36:13,13.28,260.39,246.83,257.79,247.79,245.88,246.51,241.42,227.63,251.96,261.37,272.57,236.69,241.11,261.7,245.24,246.83,246.19,235.75,246.83,207,239.53,257.46,253.58,252.93,,28,965,36,27.54,
13.12.23 14:36:28,13.53,229.5,225.46,231.99,222.07,238.58,237.63,233.24,227.94,221.77,234.8,242.38,239.84,238.89,233.55,232.3,210.49,215.04,209.59,236.37,209,238.89,235.43,238.26,249.71,,28,965,36,27.54,
13.12.23 14:36:43,13.78,231.05,233.86,243.33,241.74,233.86,246.19,228.87,237,260.06,230.74,254.55,238.89,224.23,248.11,231.36,229.5,237.63,222.38,247.79,208,229.18,248.75,245.88,253.58,,28,965,36,27.54,
13.12.23 14:36:58,14.03,251,242.06,232.3,242.06,245.88,263.99,240.79,237.95,250.36,251,253.58,255.84,246.51,250.04,249.39,236.37,231.68,240.16,251,210,235.75,241.11,252.29,260.06,,28,965,36,27.57,
13.12.23 14:37:13,14.28,255.84,247.15,252.93,257.46,243.33,265.96,251.32,233.24,248.75,253.9,262.02,248.11,243.33,266.62,264.32,214.43,243.33,229.18,249.39,209,244.92,241.42,254.87,256.16,,28,965,36,27.57,
13.12.23 14:37:28,14.53,238.58,243.01,233.24,236.06,237,244.6,224.23,231.05,250.36,245.56,249.39,237.32,238.26,249.39,236.06,220.54,236.37,230.12,229.5,211,221.77,237.63,246.51,264.32,,28,965,36,27.55,
13.12.23 14:37:43,14.78,236.37,230.43,233.24,220.84,237.95,250.36,226.39,237.32,237.32,243.01,250.36,248.75,231.68,242.38,238.89,224.23,224.85,222.38,238.26,210,231.99,234.49,237.95,252.93,,28,965,36,27.58,
13.12.23 14:37:58,15.03,241.11,241.42,243.65,226.7,236.37,252.93,242.06,231.36,241.74,253.25,262.35,253.9,237.95,255.52,238.26,233.86,244.92,239.53,255.52,212,259.09,255.19,246.19,247.47,,28,965,36,27.6,
13.12.23 14:38:13,15.28,231.36,238.58,243.01,240.16,242.06,247.79,241.42,236.37,248.75,244.28,250.36,243.01,243.96,237.63,239.53,229.5,239.53,231.05,238.26,211,230.12,239.84,252.93,264.64,,28,965,36,27.6,
13.12.23 14:38:28,15.53,238.89,227.01,236.37,233.24,237.63,250.68,229.81,231.68,248.75,238.89,247.79,248.11,237,247.47,246.19,222.38,227.32,227.63,242.06,213,236.06,240.47,245.88,244.28,,28,965,36,27.61,
13.12.23 14:38:43,15.78,243.65,242.38,231.99,242.69,241.11,263.33,230.74,240.79,251.32,240.16,267.28,241.74,244.92,251.64,239.84,228.87,242.38,231.05,244.92,212,240.47,237.95,255.52,253.25,,28,965,36,27.63,
13.12.23 14:38:58,16.03,235.75,231.68,243.01,245.24,228.25,247.79,241.11,228.25,249.71,251.32,245.24,246.19,232.93,251.64,236.06,227.32,229.18,221.15,237.32,214,240.79,231.05,246.83,260.72,,28,965,36,27.63,
13.12.23 14:39:13,16.28,230.12,243.96,225.77,229.81,229.81,252.29,245.88,237.63,254.22,243.01,256.49,241.42,225.16,235.75,233.24,234.18,234.8,224.85,226.7,213,242.69,235.75,239.53,252.61,,28,965,36,27.64,
13.12.23 14:39:28,16.53,244.6,243.96,251.32,234.49,244.92,254.55,235.12,245.56,248.43,242.69,257.14,253.25,244.6,255.84,242.06,231.68,234.8,229.81,255.52,215,245.24,239.84,234.8,251.96,,28,965,36,27.65,
13.12.23 14:39:43,16.78,238.89,232.61,241.11,232.3,240.16,248.43,227.01,226.08,237.95,252.61,252.29,244.6,239.84,238.58,244.6,219.62,220.84,228.87,232.93,214,240.16,247.47,243.65,268.93,,28,965,36,27.65,
13.12.23 14:39:58,17.03,236.37,247.79,246.19,236.37,245.88,264.97,255.19,249.39,255.52,247.15,257.14,253.9,234.18,245.56,239.84,235.12,236.37,233.24,247.79,216,237.95,244.92,247.47,269.92,,28,965,36,27.65,
13.12.23 14:40:13,17.28,244.6,227.32,244.28,237,236.06,242.06,232.3,237.32,240.79,256.81,246.83,247.47,233.24,224.54,243.01,216.87,221.15,219.92,240.79,215,240.16,234.49,239.53,260.72,,28,965,36,27.68,
13.12.23 14:40:28,17.53,239.84,231.36,252.29,220.84,220.54,258.76,222.38,231.68,243.01,254.87,247.79,248.11,223.3,270.25,235.43,232.93,224.85,217.17,249.39,217,248.75,242.69,233.86,246.51,,28,965,36,27.68,
13.12.23 14:40:43,17.78,234.49,228.87,224.54,224.23,219.01,255.52,217.48,228.25,253.25,233.24,253.9,252.29,243.96,237,242.69,222.07,226.39,218.39,237,216,239.84,238.26,231.36,248.11,,28,965,36,27.68,
13.12.23 14:40:58,18.03,223.61,237.63,231.99,233.55,232.93,240.47,221.77,225.46,238.26,247.79,242.06,231.05,227.94,245.88,226.39,220.54,231.05,228.87,237.32,218,208.98,252.61,241.11,254.22,,28,965,36,27.68,
13.12.23 14:41:13,18.28,230.43,238.58,239.21,228.25,220.54,254.87,235.12,239.53,236.06,249.07,252.61,248.11,231.99,241.42,238.89,240.16,237.63,226.08,224.85,217,243.96,237,244.6,263.01,,28,965,36,27.69,
13.12.23 14:41:28,18.53,232.3,239.21,225.16,234.49,228.25,255.52,229.81,227.94,237.63,237,252.29,250.68,231.99,246.83,233.55,219.31,229.18,223.3,238.89,219,223,243.65,230.43,260.72,,28,965,36,27.69,
13.12.23 14:41:43,18.78,251,240.47,248.43,240.16,238.26,247.15,238.89,233.24,248.43,239.84,251.96,240.16,239.84,247.47,232.61,228.56,237.63,223.92,243.33,218,255.52,252.29,254.87,248.75,,28,965,36,27.71,
13.12.23 14:41:58,19.03,231.68,244.6,246.83,241.42,227.94,258.44,232.61,234.49,251.32,244.6,257.14,259.41,236.06,243.96,248.75,221.77,232.93,227.63,252.61,220,260.06,239.53,248.75,257.79,,28,965,36,27.72,
13.12.23 14:42:13,19.28,229.5,225.16,219.31,238.89,239.21,239.84,211.4,212,239.84,235.12,243.96,229.81,237,231.05,229.5,222.69,222.69,212.91,221.46,219,234.18,236.06,238.58,245.56,,28,965,36,27.72,
13.12.23 14:42:28,19.53,250.68,251,258.11,237,249.07,256.16,256.49,236.06,260.06,252.29,262.68,251.32,312.64,249.39,241.42,226.08,206.58,237.63,251,221,223.61,256.49,248.43,265.3,,28,965,36,27.74,
13.12.23 14:42:43,19.78,244.28,232.3,215.34,257.46,232.3,262.02,238.58,238.26,259.09,253.58,260.06,263.33,241.42,256.81,252.29,214.73,228.25,231.68,263.33,220,242.69,258.11,247.47,263.99,,28,965,36,27.75,
13.12.23 14:42:58,20.03,231.99,232.61,220.84,233.86,224.23,255.84,226.7,220.84,246.51,231.36,247.47,241.11,243.01,247.79,236.06,217.78,217.17,215.65,231.36,222,231.36,244.28,229.5,247.47,,28,965,36,27.76,
13.12.23 14:43:13,20.28,224.85,231.05,244.92,222.38,223,261.04,213.22,224.23,248.43,234.18,246.83,240.47,245.24,244.28,231.36,222.07,232.3,225.77,238.26,221,228.25,236.69,238.26,270.91,,28,965,36,27.76,
13.12.23 14:43:28,20.53,232.61,230.43,246.51,229.81,218.09,254.22,223.61,218.09,236.06,243.65,253.9,247.47,229.81,237,233.55,208.98,227.94,223.3,231.05,223,240.79,237,238.89,255.84,,28,965,36,27.78,
13.12.23 14:43:43,20.78,241.42,240.47,231.99,232.93,230.74,252.61,245.56,235.75,243.65,243.33,243.96,248.11,238.89,237.32,242.69,230.74,233.86,232.3,246.19,222,243.33,232.93,246.19,267.28,,28,965,36,27.79,
13.12.23 14:43:59,21.05,225.77,220.23,225.46,212,220.54,250.68,232.3,222.38,237.32,230.43,244.28,221.77,235.75,237.32,224.23,212,224.23,216.56,229.18,224,224.54,234.8,229.81,248.43,,28,965,36,27.79,
13.12.23 14:44:14,21.3,235.12,228.56,229.81,231.68,228.87,248.75,219.31,227.01,245.56,244.6,249.39,242.06,225.16,245.88,235.43,223.92,225.46,212.31,230.43,223,224.23,240.16,233.55,246.83,,28,965,36,27.79,
13.12.23 14:44:29,21.55,228.25,234.8,246.51,226.39,225.46,251.32,224.85,224.54,239.84,236.69,250.36,245.24,234.49,233.55,240.16,223.92,234.49,218.09,245.24,225,237.32,233.24,227.01,249.71,,28,965,36,27.82,
13.12.23 14:44:44,21.8,223,222.07,226.7,230.12,224.85,250.68,231.05,216.26,228.87,232.3,242.38,242.38,226.39,232.3,233.55,209.89,223.61,213.52,221.46,224,219.01,223.92,237.63,245.24,,28,965,36,27.83,
13.12.23 14:44:59,22.05,221.77,221.46,237.63,214.43,215.65,232.61,214.13,231.05,237.32,243.96,245.24,233.86,230.12,238.89,231.05,212,221.46,212.91,231.05,226,211.1,227.32,225.77,243.65,,28,965,36,27.83,
13.12.23 14:45:14,22.3,231.68,224.85,247.15,233.24,236.06,256.49,228.56,220.23,244.92,237.32,238.26,238.58,235.43,233.55,234.18,219.62,237.63,219.01,229.18,225,236.06,234.18,246.83,262.35,,28,965,36,27.85,
13.12.23 14:45:29,22.55,238.89,232.93,233.86,248.75,230.12,262.68,218.09,230.74,256.16,245.24,254.55,248.11,227.01,245.88,228.56,232.61,227.01,225.46,243.01,227,219.31,249.39,239.53,258.11,,28,965,36,27.86,
13.12.23 14:45:44,22.8,230.12,236.69,234.18,232.3,224.85,249.71,230.12,225.46,249.39,223.61,246.51,228.25,229.18,240.16,235.75,238.58,236.69,205.68,242.69,226,242.38,233.86,237,253.58,,28,965,36,27.88,
13.12.23 14:45:59,23.05,233.86,233.24,237,240.16,233.24,252.29,239.53,228.25,253.9,256.49,267.28,250.36,232.93,252.93,245.24,238.58,237.63,227.94,250.36,228,228.87,239.84,246.19,264.64,,28,965,36,27.88,
13.12.23 14:46:14,23.3,236.06,237.63,228.25,242.06,240.79,263.99,238.58,238.26,252.93,251.96,247.47,252.29,242.06,253.9,234.18,244.28,243.01,223.3,247.47,227,251.32,250.68,245.56,251.96,,28,965,36,27.89,
13.12.23 14:46:29,23.55,233.55,229.5,244.28,239.84,235.75,248.11,229.18,237.63,248.43,247.47,247.47,242.69,223.61,241.42,236.69,220.54,227.94,214.13,240.16,229,224.85,238.89,239.84,250.36,,28,965,36,27.89,
13.12.23 14:46:44,23.8,229.81,225.16,231.99,231.99,222.69,240.47,239.21,225.77,245.56,243.96,257.79,249.39,231.99,239.84,250.36,234.49,223.92,228.25,239.84,228,218.09,257.79,241.11,248.75,,28,965,36,27.9,
13.12.23 14:46:59,24.05,239.53,246.51,252.29,245.56,237.32,254.87,235.75,238.58,251.96,240.79,256.49,251,244.92,250.36,247.47,223.3,233.86,222.69,248.43,230,249.39,251.64,247.79,277.57,,28,965,36,27.9,
13.12.23 14:47:14,24.3,225.77,224.23,240.79,231.05,231.99,247.47,224.85,224.54,252.29,227.32,239.21,243.01,230.74,231.99,223,235.12,231.99,223.92,251,229,241.11,248.75,227.94,240.47,,28,965,36,27.91,
13.12.23 14:47:29,24.55,238.26,227.94,244.28,230.74,228.25,254.55,230.74,242.06,250.68,245.88,255.19,261.04,232.61,250.04,233.24,234.49,231.99,225.16,251.32,231,232.3,249.39,246.19,267.94,,28,965,36,27.91,
13.12.23 14:47:44,24.8,238.89,240.16,240.79,229.81,229.5,256.81,239.21,228.56,240.47,239.21,238.89,243.01,227.32,245.56,232.3,223.61,227.32,231.68,243.65,230,240.16,248.75,231.68,262.68,,28,965,36,27.93,
13.12.23 14:47:59,25.05,239.53,235.43,231.68,233.55,248.75,243.96,237,230.43,251.32,247.79,258.76,232.61,235.75,248.75,238.58,226.39,246.51,216.87,242.06,232,252.93,239.84,244.28,253.58,,28,965,36,27.93,
13.12.23 14:48:14,25.3,227.94,220.84,233.86,227.94,221.15,243.01,216.26,215.65,246.19,252.61,252.93,244.28,224.54,239.84,222.38,218.09,223.92,222.38,228.56,231,243.33,228.56,234.8,245.24,,28,965,36,27.96,
13.12.23 14:48:29,25.55,232.3,229.18,239.21,227.32,232.61,263.01,238.89,229.5,245.24,239.21,262.02,245.88,239.84,246.51,229.5,231.36,240.16,226.08,237.63,233,231.36,241.74,247.79,250.04,,28,965,36,27.96,
