Date,Run,Plate,SDR,Temperature,Light_Level,Light_Value,TimeStart,TimeStop,TimeInterval,IntervalStart,IntervalStop,Notes
20231119,5,1,641,28,1,150,18:01,18:25,24,1,24,
20231119,5,1,641,28,2,0,18:27,18:52,25,27,52,
20231119,6,2,710,28,1,150,18:01,18:25,24,1,24,
20231119,6,2,710,28,2,0,18:27,18:52,25,27,52,
