Measurement Name :,Meas_20231114-641,,Generated On :,"14/11/2023, 17:35:24",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
14.11.23 15:15:32,25.03,123.67,309.12,194.98,95.35,283.97,83.88,472.56,0.13,269.92,174.38,367.4,< 0 µmol,122.09,136.44,445.51,38.17,375.87,294.53,351.88,109.35,131.62,192.62,219.01,318.31,,28,965,36,27.74,
14.11.23 15:15:47,25.28,360.92,303.87,73.83,309.82,298.67,131.09,58.47,160.55,178.1,10.8,225.46,62.27,103.2,91.09,266.62,169.83,205.38,176.1,103.2,200.3,338.55,27.71,133.49,99.39,,28,965,36,27.76,
14.11.23 15:16:02,25.53,101.93,386.41,219.62,192.04,159.15,263.66,184.16,223.3,93.09,104.22,147.56,151.67,156.65,64.9,263.01,171.82,258.44,198.23,293.16,172.67,139.13,124.99,181.56,148.38,,28,965,36,27.76,
14.11.23 15:16:17,25.78,157.76,78.22,30.19,163.63,215.04,11.01,< 0 µmol,205.08,184.16,194.09,64.42,78.22,201.2,259.41,206.88,269.92,204.48,240.47,347.78,360.54,21.42,110.38,299.01,362.06,,28,965,36,27.76,
14.11.23 15:16:32,26.03,136.98,388.38,301.44,40.47,309.82,365.87,338.18,234.49,292.13,201.5,106.01,198.23,218.09,171.25,69.71,108.06,248.43,116.6,85.61,364.72,246.19,29.29,76.51,393.93,,28,965,36,27.76,
14.11.23 15:16:47,26.28,302.48,88.34,49.29,344.07,58.7,157.21,6.86,399.52,234.49,294.53,134.03,111.41,135.37,150.85,217.48,139.13,171.53,78.96,116.34,109.35,251.32,20.98,103.2,158.6,,28,965,36,27.76,
14.11.23 15:17:02,26.53,146.74,151.95,183.29,446.79,220.23,11.01,148.93,257.79,147.01,109.86,281.94,52.8,206.28,25.9,341.86,107.81,194.39,112.7,204.18,134.29,276.91,161.11,326.91,353.01,,28,965,36,27.79,
14.11.23 15:17:18,26.8,96.36,46.95,302.13,423.17,217.48,30.19,210.19,89.59,256.81,40.7,190.28,22.32,121.3,29.74,262.35,200.01,115.3,131.62,111.15,381.71,53.98,75.29,273.24,376.26,,28,965,36,27.79,
14.11.23 15:17:33,27.05,208.38,512.32,451.96,457.6,115.04,352.26,351.14,189.11,63.71,308.07,304.57,40.7,121.3,235.43,339.28,349.27,370.08,288.04,147.56,202.99,390.76,265.63,210.19,317.95,,28,965,36,27.79,
14.11.23 15:17:47,27.28,224.23,349.64,428.17,84.38,108.84,340.75,257.46,154.43,295.56,258.11,50.92,5.55,214.13,186.78,78.96,0,322.95,284.31,382.88,174.1,309.12,241.42,197.34,370.08,,28,965,36,27.79,
14.11.23 15:18:03,27.55,120.78,181.56,231.99,472.12,341.12,207.18,407.99,215.04,116.86,354.13,375.48,< 0 µmol,38.63,236.69,342.23,19.19,114.78,263.66,99.9,56.81,119.73,239.84,261.7,201.79,,28,965,36,27.8,
14.11.23 15:18:18,27.8,325.47,335.98,167.85,197.64,91.59,401.93,260.06,179.25,229.18,335.62,259.09,114.52,184.45,138.32,276.24,183.29,161.39,202.09,245.24,132.42,175.81,96.86,249.71,191.45,,28,965,36,27.8,
14.11.23 15:18:32,28.03,74.81,46.72,135.9,348.52,34.28,132.96,435.73,541.05,238.26,250.68,157.48,108.84,326.55,131.89,83.39,161.11,282.62,142.38,35.65,330.89,86.11,27.48,227.32,208.68,,28,965,36,27.82,
14.11.23 15:18:47,28.28,103.2,144.28,133.76,82.15,244.28,22.76,89.84,158.6,318.67,5.77,200.3,268.6,172.67,200.01,248.43,335.62,254.87,287.02,167.85,49.52,213.22,127.63,86.85,2.08,,28,965,36,27.83,
14.11.23 15:19:03,28.55,82.4,308.07,191.16,437.84,37.03,51.16,289.06,409.62,109.09,305.27,114.26,380.93,82.15,144.56,257.46,384.45,175.81,170.4,209.59,394.33,321.16,162.23,208.08,306.66,,28,965,36,27.83,
14.11.23 15:19:18,28.8,121.83,172.96,243.01,156.65,222.38,170.4,124.99,169.83,187.36,171.82,271.91,231.36,178.97,97.87,205.38,190.28,332.34,200.9,213.52,164.75,95.1,148.93,258.11,261.37,,28,965,36,27.83,
14.11.23 15:19:33,29.05,213.52,220.23,363.96,155.82,41.16,121.04,274.9,204.18,240.16,210.19,206.28,61.56,85.61,92.84,153.33,188.52,277.24,230.43,183.87,124.72,154.99,76.76,148.38,112.96,,28,965,36,27.83,
14.11.23 15:19:48,29.3,168.98,320.45,239.84,262.35,150.85,91.34,115.82,277.91,164.47,156.93,77.49,82.4,180.69,136.17,243.33,341.49,138.59,90.09,337.45,132.69,261.04,63.71,206.88,218.7,,28,965,36,27.85,
14.11.23 15:20:03,29.55,37.71,44.4,157.48,417.39,28.84,99.39,266.95,185.9,256.16,260.72,208.08,115.56,279.92,234.18,202.69,284.31,257.79,176.38,296.25,46.49,52.1,116.6,166.16,172.39,,28,965,36,27.85,
14.11.23 15:20:18,29.8,240.47,28.61,323.67,22.54,124.2,104.73,241.74,321.52,197.64,201.2,30.87,199.12,93.84,68.75,183.58,115.04,297.63,158.87,345.55,93.09,226.08,204.48,183.29,110.12,,28,965,36,27.85,
14.11.23 15:20:33,30.05,269.26,55.63,100.41,456.29,101.17,39.32,120.78,447.22,53.74,163.91,43.01,295.56,54.68,98.88,86.36,89.34,305.62,246.83,495.14,58.94,251.96,72.38,367.4,193.8,,28,965,36,27.86,
14.11.23 15:20:48,30.3,216.26,257.14,170.4,249.39,68.75,254.87,43.01,217.78,97.87,71.65,68.51,76.51,89.09,159.43,< 0 µmol,237.95,247.79,285.66,57.52,176.38,191.74,200.6,268.27,403.54,,28,965,36,27.88,
14.11.23 15:21:03,30.55,295.91,287.02,139.4,153.88,219.62,80.43,435.73,333.79,141.3,231.68,98.88,114,241.42,74.08,283.29,147.28,226.08,238.89,273.9,204.48,49.75,79.94,231.36,242.69,,28,965,36,27.86,
14.11.23 15:21:18,30.8,146.46,119.99,171.53,150.57,269.59,260.06,206.28,271.24,181.56,119.73,172.96,62.51,93.09,110.12,185.32,248.75,155.54,185.03,242.69,205.98,188.52,134.03,199.12,45.79,,28,965,36,27.86,
14.11.23 15:21:33,31.05,200.3,100.66,151.12,79.2,217.17,209.89,332.7,222.07,101.17,311.58,71.41,254.87,148.65,95.6,269.26,108.58,246.51,243.33,216.56,202.39,319.38,87.6,127.9,294.53,,28,965,36,27.88,
14.11.23 15:21:48,31.3,205.38,161.67,183,285.32,158.6,106.52,262.02,208.08,225.16,145.92,200.6,96.36,154.16,140.76,160.55,262.35,248.75,225.77,270.58,217.48,137.25,179.83,238.26,171.25,,28,965,36,27.89,
14.11.23 15:22:03,31.55,182.71,179.83,265.63,174.67,108.06,130.55,228.56,203.58,254.55,201.5,147.01,154.99,128.43,174.1,181.27,230.43,338.91,211.7,263.99,153.61,94.6,177.24,172.96,212,,28,965,36,27.9,
14.11.23 15:22:18,31.8,179.54,159.99,185.9,175.81,128.96,78.71,248.43,476.13,218.7,147.28,250.68,134.03,167.85,128.69,110.64,50.69,243.96,202.39,347.04,261.7,161.11,137.25,169.55,183.58,,28,965,36,27.9,
14.11.23 15:22:33,32.05,185.03,136.98,187.36,238.89,119.73,187.94,143.74,361.3,167.57,80.68,97.37,204.18,156.1,126.57,145.65,155.54,237,159.43,270.58,243.33,274.9,146.46,243.01,207.78,,28,965,36,27.9,
14.11.23 15:22:48,32.3,108.84,154.16,125.52,197.93,134.03,42.78,178.39,204.48,208.98,114.78,186.78,159.99,205.98,174.38,189.11,202.99,320.81,232.93,153.88,142.92,230.12,82.15,138.32,203.88,,28,965,36,27.91,
14.11.23 15:23:03,32.55,197.34,271.24,227.32,305.27,159.15,69.23,189.69,119.73,144.56,203.58,154.43,29.51,128.69,68.99,247.15,296.25,296.6,109.61,257.46,404.35,30.87,130.29,147.56,138.32,,28,965,36,27.9,
14.11.23 15:23:18,32.8,174.67,164.19,189.98,187.07,151.4,166.72,262.68,167,146.74,95.6,134.83,234.49,84.87,107.81,333.43,156.93,227.94,229.18,193.8,262.02,267.61,163.07,219.01,149.75,,28,965,36,27.91,
14.11.23 15:23:33,33.05,202.09,265.3,369.31,223.92,86.36,33.6,167.85,168.98,216.56,286.34,153.33,110.9,149.75,114.26,215.34,208.38,252.61,171.82,200.3,181.85,104.73,79.94,241.74,203.58,,28,965,36,27.91,
14.11.23 15:23:48,33.3,177.24,189.11,212.91,202.09,140.48,157.21,196.75,213.22,190.86,167.29,160.27,119.21,156.65,115.3,200.3,189.98,224.23,187.07,215.65,181.56,155.82,138.59,188.52,217.48,,28,965,36,27.93,
14.11.23 15:24:03,33.55,175.81,202.99,219.01,196.16,130.55,141.3,208.68,205.98,176.67,165.03,156.1,135.9,148.38,118.16,199.12,203.58,220.54,191.74,209.29,194.98,161.39,136.71,187.07,202.69,,28,965,36,27.93,
14.11.23 15:24:18,33.8,177.82,186.48,213.22,188.82,142.92,155.54,205.08,214.73,172.96,156.93,147.56,115.56,144.01,112.45,194.39,180.12,219.92,179.83,202.99,187.65,162.23,134.83,198.23,196.16,,28,965,36,27.93,
14.11.23 15:24:33,34.05,181.27,216.26,220.23,196.16,132.96,158.32,195.27,204.78,187.07,173.81,167,113.74,147.01,112.45,193.8,198.82,214.73,192.33,199.12,184.74,165.88,138.86,205.98,204.18,,28,965,36,27.93,
14.11.23 15:24:48,34.3,183.87,195.27,217.48,185.9,139.94,141.03,205.98,198.52,184.74,159.99,164.75,120.26,154.99,126.04,177.82,188.23,229.81,193.8,212.91,187.36,167,131.62,195.27,207.48,,28,965,36,27.93,
14.11.23 15:25:03,34.55,179.54,192.33,201.5,182.14,141.3,154.71,196.45,216.87,176.96,151.95,164.19,116.86,156.1,121.04,187.07,201.2,236.69,192.04,212.61,200.01,157.76,145.37,183.29,201.2,,28,965,36,27.96,
14.11.23 15:25:18,34.8,163.91,197.04,223,200.3,138.59,132.15,193.21,207.18,170.4,165.31,153.61,117.9,154.99,113.22,188.23,176.1,225.16,182.14,203.58,191.74,163.35,139.4,183,206.88,,28,965,36,27.96,
14.11.23 15:25:33,35.05,176.1,203.28,222.69,199.71,146.19,148.38,212.31,213.52,176.1,170.11,159.15,131.35,160.27,116.08,198.52,193.21,222.07,187.65,207.48,180.4,155.54,146.46,201.5,212,,28,965,36,27.96,
14.11.23 15:25:48,35.3,177.82,192.62,213.22,205.08,152.5,136.44,204.18,222.69,172.1,159.15,169.55,122.35,151.4,111.93,189.4,197.64,224.54,185.03,205.38,199.12,167.85,131.09,193.21,205.08,,28,965,36,27.96,
14.11.23 15:26:03,35.55,179.25,207.48,215.95,187.36,122.88,137.52,193.5,218.39,191.16,171.25,171.53,121.3,149.75,121.04,185.61,197.34,235.43,192.04,208.98,181.85,174.1,143.2,186.78,200.6,,28,965,36,27.97,
14.11.23 15:26:18,35.8,174.38,201.79,219.62,178.1,151.12,146.19,178.68,215.65,183.58,165.31,150.57,117.9,145.37,114.78,189.69,179.54,242.06,192.04,193.8,192.62,167.85,139.13,184.74,198.52,,28,965,36,27.96,
14.11.23 15:26:33,36.05,177.53,197.34,216.56,182.42,134.56,149.2,205.98,199.12,178.97,169.26,154.16,114.26,157.76,116.86,199.12,196.45,231.68,183.29,205.98,200.3,161.95,126.04,190.86,195.86,,28,965,36,27.97,
14.11.23 15:26:48,36.3,186.48,192.33,227.01,187.36,146.46,148.93,201.2,218.09,173.81,167.85,175.24,124.2,154.43,114,185.03,183.29,243.01,195.57,207.48,188.52,161.67,136.17,181.27,219.92,,28,965,36,27.97,
14.11.23 15:27:03,36.55,184.16,213.82,224.54,205.98,136.98,139.13,189.98,226.08,184.74,168.7,152.78,112.7,157.21,125.52,197.64,187.94,224.54,185.9,207.48,177.24,155.82,129.22,194.98,215.04,,28,965,36,27.97,
14.11.23 15:27:18,36.8,173.53,191.45,209.89,196.75,152.78,144.56,208.08,201.2,182.71,174.1,155.54,107.81,152.23,113.74,198.52,183.58,226.08,193.5,213.82,188.82,166.72,139.4,183.58,220.54,,28,965,36,27.97,
14.11.23 15:27:33,37.05,185.9,193.5,226.08,197.04,151.12,135.63,200.9,207.78,185.61,167.85,152.5,122.09,155.54,124.2,185.9,194.39,230.43,192.33,210.19,185.61,167,130.82,186.19,206.58,,28,965,36,27.97,
14.11.23 15:27:48,37.3,166.44,209.59,213.82,181.27,155.26,132.69,195.86,211.1,183.58,180.12,149.75,112.96,143.2,108.84,193.21,190.57,229.18,192.62,194.39,187.36,164.75,132.42,198.52,212,,28,965,36,27.97,
14.11.23 15:28:03,37.55,179.83,185.03,220.54,168.7,146.19,138.86,188.82,212,177.53,165.31,157.48,112.96,151.4,117.38,198.52,184.45,233.55,189.11,205.08,194.98,160.55,131.35,184.74,207.48,,28,965,36,27.97,
14.11.23 15:28:18,37.8,182.14,199.12,226.08,180.69,136.98,118.69,183.87,195.57,182.42,159.99,150.57,131.09,142.11,107.55,193.21,197.04,234.8,189.98,200.01,187.65,182.14,143.2,187.65,198.82,,28,965,36,27.97,
14.11.23 15:28:33,38.05,180.98,192.33,223.3,184.74,143.47,148.38,192.62,223,175.81,147.56,165.88,122.35,144.56,110.9,199.41,176.96,222.07,183,207.18,187.07,163.91,131.62,193.8,201.5,,28,965,36,27.96,
14.11.23 15:28:48,38.3,166.44,202.99,218.7,191.16,155.82,127.37,190.28,212.31,175.24,163.63,162.51,141.03,146.74,95.35,188.23,192.33,227.32,187.94,213.82,176.67,161.67,128.69,183.58,176.96,,28,965,36,27.96,
14.11.23 15:29:03,38.55,190.57,193.5,218.09,205.08,136.98,143.47,178.39,242.38,165.59,167.85,141.84,129.49,145.92,116.34,195.27,182.14,229.18,191.74,191.16,171.25,169.83,133.49,188.23,203.88,,28,965,36,27.94,
14.11.23 15:29:18,38.8,179.54,184.45,216.87,191.16,142.38,138.59,198.82,205.98,165.88,159.15,151.95,136.71,137.25,120.26,191.74,183,220.54,182.14,202.39,180.4,165.59,135.37,187.07,209.59,,28,965,36,27.93,
14.11.23 15:29:33,39.05,161.11,191.74,223.61,196.75,135.63,130.82,206.88,183.29,174.38,152.78,149.75,118.42,135.9,108.84,203.58,172.96,232.93,187.36,202.99,183.58,163.63,131.89,190.28,229.18,,28,965,36,27.93,
14.11.23 15:29:48,39.3,166.72,215.04,224.54,182.71,116.86,156.93,189.11,211.7,170.97,167.57,163.63,124.99,138.32,109.86,180.4,185.32,224.54,187.36,203.88,185.03,180.98,144.01,188.82,209.29,,28,965,36,27.93,
14.11.23 15:30:03,39.55,166.72,184.45,227.94,157.76,129.22,145.65,191.45,206.58,181.56,166.16,156.65,89.59,142.65,114.52,189.4,184.74,234.8,193.8,187.07,174.1,150.3,127.9,193.5,209.89,,28,965,36,27.91,
14.11.23 15:30:18,39.8,162.23,190.86,215.65,187.94,141.84,131.35,204.78,192.62,179.83,182.14,148.1,129.76,146.19,104.22,194.09,181.27,216.26,187.36,201.79,172.39,147.28,119.73,200.3,214.43,,28,965,36,27.91,
14.11.23 15:30:33,40.05,168.7,194.09,230.74,205.98,161.11,146.19,195.86,220.23,173.53,158.87,143.2,114.78,142.92,112.7,204.48,192.62,237.63,199.12,207.78,187.94,150.02,154.43,180.98,185.9,,28,965,36,27.9,
14.11.23 15:30:48,40.3,166.44,189.4,219.92,148.1,114.78,120.78,165.03,184.45,173.53,153.33,151.4,107.04,164.47,112.7,198.23,182.42,239.53,187.65,188.52,178.39,171.82,125.78,180.12,188.23,,28,965,36,27.88,
14.11.23 15:31:03,40.55,189.11,198.52,221.77,182.14,135.37,94.6,200.6,202.09,151.95,156.65,141.3,134.29,160.55,106.78,183,165.88,225.46,178.97,185.9,174.95,157.76,126.04,189.4,193.8,,28,965,36,27.89,
14.11.23 15:31:18,40.8,184.45,187.94,229.81,200.3,133.76,134.56,199.41,244.28,176.38,159.71,148.93,104.73,153.05,125.25,178.39,186.78,230.43,178.39,204.78,171.53,149.48,131.89,180.69,214.43,,28,965,36,27.86,
14.11.23 15:31:33,41.05,173.24,191.16,237,189.98,136.17,145.92,189.4,217.78,168.98,184.74,148.38,118.16,141.3,112.19,197.64,184.74,229.81,180.4,204.78,189.4,158.6,147.28,184.74,211.7,,28,965,36,27.86,
14.11.23 15:31:48,41.3,162.23,192.04,205.68,193.21,134.83,134.83,179.83,208.08,175.24,163.91,147.83,115.82,156.93,98.13,182.42,184.16,222.38,185.9,217.78,183.87,168.98,125.52,196.16,192.04,,28,965,36,27.85,
14.11.23 15:32:03,41.55,176.38,186.48,216.87,201.5,144.56,143.2,189.98,212.61,145.1,192.92,145.65,99.39,147.28,104.48,185.32,180.12,225.16,195.57,197.34,189.98,158.04,124.72,183.58,187.36,,28,965,36,27.83,
14.11.23 15:32:18,41.8,160.83,200.01,253.25,187.94,158.32,161.39,176.1,187.94,159.15,135.63,120.78,101.93,126.31,115.56,186.78,187.07,214.73,202.09,194.39,172.1,163.07,119.47,214.13,239.53,,28,965,36,27.82,
14.11.23 15:32:33,42.05,163.63,203.28,222.69,200.01,134.29,137.52,167.57,184.45,177.82,151.67,139.4,135.9,141.03,131.35,174.67,179.25,215.34,176.67,191.74,156.1,163.91,118.42,180.98,156.1,,28,965,36,27.79,
14.11.23 15:32:48,42.3,173.81,210.19,220.23,172.67,141.03,108.84,180.4,185.32,188.23,170.11,156.37,152.78,140.76,102.95,186.48,171.53,229.18,188.82,190.86,191.45,154.99,119.21,200.01,178.97,,28,965,36,27.78,
14.11.23 15:33:03,42.55,175.24,187.07,218.7,180.4,162.51,132.42,200.01,211.1,154.71,176.96,138.86,97.37,146.19,90.34,194.39,181.85,207.18,193.5,231.99,196.75,138.59,110.64,171.82,190.28,,28,965,36,27.78,
14.11.23 15:33:18,42.8,161.11,186.78,226.7,159.15,123.14,112.7,187.65,188.52,167.85,169.83,171.53,97.62,130.82,104.22,213.22,169.26,237,179.25,215.34,164.47,172.1,118.69,174.95,193.5,,28,965,36,27.76,
14.11.23 15:33:33,43.05,166.44,176.67,228.56,204.18,127.63,110.9,195.57,221.77,174.38,151.12,135.63,131.89,144.28,107.04,205.38,185.9,217.78,192.92,198.52,181.85,155.26,139.94,176.96,184.16,,28,965,36,27.75,
14.11.23 15:33:48,43.3,166.44,174.95,214.73,197.04,126.04,123.93,200.9,216.26,172.67,173.53,128.69,110.9,119.21,111.41,179.83,166.72,218.39,186.78,199.41,163.07,159.43,128.43,153.05,183,,28,965,36,27.72,
14.11.23 15:34:03,43.55,180.12,185.03,213.52,174.1,130.55,114.26,167.57,204.18,168.42,139.13,152.23,103.71,151.4,109.09,191.74,188.52,237.63,189.69,195.86,199.12,144.56,115.3,163.35,213.52,,28,965,36,27.71,
14.11.23 15:34:18,43.8,170.97,217.48,227.32,144.01,144.01,124.99,179.83,169.83,176.67,164.47,179.25,139.94,129.49,103.2,178.97,166.16,236.69,181.27,179.83,188.82,141.03,131.62,201.2,210.79,,28,965,36,27.69,
14.11.23 15:34:33,44.05,172.1,171.53,200.01,191.16,126.04,120.26,191.45,183.87,158.6,166.16,149.2,109.35,164.19,103.97,186.48,218.09,224.54,175.24,219.31,161.11,164.47,145.92,192.92,176.38,,28,965,36,27.68,
14.11.23 15:34:48,44.3,185.61,174.38,222.38,158.04,140.21,122.88,205.38,175.81,164.75,168.42,158.04,105.5,142.11,99.39,200.01,187.65,224.23,181.27,194.68,185.32,158.04,122.88,170.4,178.39,,28,965,36,27.68,
14.11.23 15:35:03,44.55,168.7,160.83,190.86,227.94,133.76,177.82,204.48,189.69,165.59,150.85,144.28,98.63,122.09,96.86,176.67,203.58,226.7,188.82,209.89,160.27,144.83,124.99,165.59,214.73,,28,965,36,27.66,
14.11.23 15:35:18,44.8,157.76,169.55,218.7,164.19,113.48,132.69,179.83,200.6,189.11,163.35,139.4,107.29,117.9,102.18,174.1,176.67,211.1,182.42,193.5,173.53,163.07,127.1,165.59,203.88,,28,965,36,27.65,
14.11.23 15:35:33,45.05,183.58,173.53,222.38,171.25,124.72,124.72,183.87,192.92,205.98,161.95,145.65,96.61,121.57,102.95,186.48,160.27,215.65,194.98,198.23,189.69,144.28,128.16,172.1,227.32,,28,965,36,27.65,
14.11.23 15:35:48,45.3,176.96,180.98,227.32,164.47,130.55,103.97,173.81,190.28,175.81,170.68,153.88,118.69,134.83,118.42,144.01,196.75,224.85,174.95,182.42,182.14,147.83,96.36,193.8,207.48,,28,965,36,27.63,
14.11.23 15:36:03,45.55,185.03,186.78,233.86,148.93,102.95,129.49,206.28,189.69,171.82,182.42,161.67,92.09,152.5,79.69,163.63,174.38,233.24,196.16,197.93,161.39,160.27,117.9,203.28,166.16,,28,965,36,27.64,
14.11.23 15:36:18,45.8,157.21,172.96,229.5,184.74,150.85,120.52,183.87,210.19,145.92,161.39,137.79,119.47,139.4,97.62,187.94,168.7,208.68,178.39,200.01,191.45,154.99,119.73,180.4,213.52,,28,965,36,27.61,
14.11.23 15:36:33,46.05,171.25,195.57,217.48,173.81,142.38,124.99,166.16,162.79,161.39,153.88,128.96,136.98,129.76,118.69,173.24,176.67,225.77,188.52,206.28,167.85,162.51,132.69,193.21,224.85,,28,965,36,27.61,
14.11.23 15:36:48,46.3,193.21,213.82,205.38,204.48,116.86,117.9,224.23,188.52,174.1,150.3,154.16,134.56,154.99,129.76,155.82,145.65,227.94,161.11,222.07,201.5,126.84,117.38,151.67,181.56,,28,965,36,27.61,
14.11.23 15:37:03,46.55,170.97,193.21,218.09,169.83,122.35,114.78,213.82,235.12,174.67,162.51,130.82,129.22,132.96,98.38,188.52,198.23,225.77,175.52,196.16,176.96,142.92,109.35,170.68,192.33,,28,965,36,27.61,
14.11.23 15:37:18,46.8,166.16,186.78,223,186.19,121.83,122.62,186.78,219.62,173.24,153.61,143.74,113.74,132.42,90.59,171.82,163.63,204.78,182.42,192.92,190.28,151.12,112.7,175.81,164.19,,28,965,36,27.61,
14.11.23 15:37:33,47.05,159.99,172.67,225.46,180.98,134.83,111.93,231.68,184.45,164.19,166.72,131.35,94.6,140.21,99.39,184.45,165.59,224.85,176.96,195.57,179.54,151.67,116.6,183.87,202.09,,28,965,36,27.61,
14.11.23 15:37:48,47.3,155.54,194.68,242.69,169.83,124.99,141.3,174.1,212.91,177.24,140.48,133.76,115.56,157.21,103.97,174.38,196.45,228.87,172.67,209.29,173.53,158.6,110.9,195.86,202.39,,28,965,36,27.6,
14.11.23 15:38:03,47.55,153.61,171.53,217.48,164.75,116.86,131.35,208.68,182.42,158.6,151.67,140.48,88.59,130.02,102.18,187.65,173.53,233.86,174.67,205.38,179.54,161.11,120.52,174.38,197.34,,28,965,36,27.58,
14.11.23 15:38:18,47.8,155.82,177.82,215.95,184.45,111.67,111.15,184.45,202.69,166.16,164.75,142.92,124.46,128.16,91.59,174.38,174.38,205.38,186.78,211.4,167.85,154.71,129.22,165.03,187.65,,28,965,36,27.58,
14.11.23 15:38:33,48.05,176.1,164.47,231.36,145.1,127.1,123.67,208.38,218.7,170.11,137.25,153.88,105.76,127.63,91.09,159.15,200.01,215.04,176.67,205.68,202.69,151.12,124.99,195.86,243.33,,28,965,36,27.58,
14.11.23 15:38:48,48.3,165.03,181.56,220.54,151.4,113.22,109.86,187.36,189.98,170.11,158.87,126.04,106.27,140.76,109.86,151.95,170.97,213.52,185.61,195.27,171.53,131.35,133.22,174.1,199.12,,28,965,36,27.57,
14.11.23 15:39:03,48.55,156.1,176.96,207.48,174.95,114.26,130.82,187.65,189.69,167.29,158.04,137.25,109.61,128.43,91.84,177.82,176.67,200.01,174.67,186.48,155.82,152.78,127.63,169.26,169.26,,28,965,36,27.57,
14.11.23 15:39:18,48.8,167.85,178.68,211.7,166.44,136.17,108.06,189.4,209.89,162.23,159.99,143.47,96.61,127.63,102.18,172.96,175.81,217.17,182.71,201.5,160.83,151.67,120.78,166.44,200.3,,28,965,36,27.57,
14.11.23 15:39:33,49.05,167.57,180.4,224.85,159.43,130.29,131.09,198.82,204.78,156.93,158.04,129.76,102.44,131.35,97.87,193.8,178.97,214.43,177.24,192.92,169.83,149.75,113.74,178.39,206.88,,28,965,36,27.55,
14.11.23 15:39:48,49.3,179.54,185.32,225.46,191.16,124.99,117.64,199.71,208.38,170.97,159.99,135.63,104.48,140.48,98.13,178.1,169.26,224.85,186.78,199.41,169.55,144.83,128.43,178.68,193.21,,28,965,36,27.54,
14.11.23 15:40:03,49.55,166.72,192.92,223.61,159.43,124.46,114.78,187.07,196.45,163.35,159.71,130.55,99.9,132.15,107.04,176.1,176.1,221.46,180.4,202.09,177.53,152.78,122.09,180.12,187.94,,28,965,36,27.54,
14.11.23 15:40:18,49.8,166.44,189.98,217.17,187.36,118.95,122.35,197.93,213.52,167,161.67,128.16,96.86,130.29,95.6,181.56,177.53,229.81,179.83,206.58,175.81,151.67,122.09,173.24,191.16,,28,965,36,27.54,
14.11.23 15:40:33,50.05,168.98,187.36,217.78,178.68,119.99,122.88,196.75,194.68,168.13,161.67,140.21,102.69,134.03,88.84,176.96,171.82,226.7,174.67,193.21,170.97,156.37,117.38,175.52,192.04,,28,965,36,27.54,
14.11.23 15:40:48,50.3,167.57,189.98,226.7,174.95,127.63,110.9,194.68,206.58,168.98,160.27,143.47,90.34,134.03,92.59,178.39,183.29,227.32,176.38,200.3,171.82,161.95,124.99,166.72,202.39,,28,965,36,27.54,
14.11.23 15:41:03,50.55,174.67,188.52,213.22,179.25,122.35,110.12,176.96,194.39,162.79,167.85,127.63,97.87,135.1,100.41,176.96,174.1,221.15,176.38,205.38,164.19,161.11,116.86,170.11,208.38,,28,965,36,27.54,
14.11.23 15:41:18,50.8,164.47,185.61,209.59,183.87,127.1,122.88,188.82,199.41,172.1,163.91,136.71,94.35,137.79,100.66,189.4,173.81,228.25,183,196.75,173.81,161.95,128.69,169.83,198.82,,28,965,36,27.55,
14.11.23 15:41:33,51.05,155.26,191.74,214.13,172.67,117.9,109.09,196.16,197.34,164.75,160.27,128.69,80.68,129.76,88.84,183,164.19,214.73,183,203.88,172.39,154.99,112.96,178.39,203.58,,28,965,36,27.55,
14.11.23 15:41:48,51.3,170.4,192.33,221.77,176.1,122.62,124.46,197.34,193.5,166.44,165.88,136.71,90.09,129.76,97.37,182.14,171.25,227.01,184.74,201.5,167.29,156.1,116.08,177.82,189.69,,28,965,36,27.55,
14.11.23 15:42:03,51.55,165.31,194.98,220.23,168.7,121.04,129.49,182.71,206.58,164.75,159.71,129.22,95.1,142.38,95.1,171.53,174.1,216.56,182.42,190.57,177.82,151.67,115.82,165.31,192.04,,28,965,36,27.54,
14.11.23 15:42:18,51.8,164.19,187.07,214.13,183.58,116.86,117.9,191.45,185.03,159.15,159.99,124.2,101.42,139.94,102.18,176.1,172.96,219.92,177.82,205.98,176.96,148.93,110.12,157.48,197.93,,28,965,36,27.55,
14.11.23 15:42:33,52.05,163.07,196.75,231.36,169.83,126.31,114,191.74,197.93,157.76,161.39,132.69,80.43,138.32,101.42,183,167.57,222.69,181.27,199.71,179.25,159.15,118.95,167.29,188.82,,28,965,36,27.57,
